1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
19,18
20,19
21,20
22,21
24,22
25,23
26,24
27,25
28,26
29,27
30,28
33,29
34,30
35,31
36,32
37,33
38,34
39,35
40,36
41,37
42,38
43,39
44,40
45,41
46,42
47,43
48,44
49,45
50,46
51,47
52,48
53,49
54,50
55,51
56,52
57,53
58,54
59,55
60,56
61,57
62,58
63,59
64,60
65,61
67,62
68,63
69,64
70,65
71,66
72,67
73,68
74,69
75,70
76,71
77,72
78,73
79,74
86,75
87,76
88,77
89,78
90,79
91,80
92,81
101,82
102,83
116,84
117,85
118,86
277,87
279,88
282,89
283,90
284,91
285,92
286,93
287,94
288,95
314,96
315,97
316,98
319,99
321,100
