29,1
30,2
31,3
32,4
36,5
39,6
42,7
43,8
44,9
47,10
48,11
49,12
50,13
54,14
56,15
58,16
59,17
60,18
62,19
63,20
64,21
65,22
66,23
67,24
68,25
70,26
71,27
72,28
73,29
75,30
76,31
77,32
78,33
79,34
80,35
81,36
82,37
83,38
84,39
85,40
86,41
87,42
88,43
89,44
91,45
92,46
93,47
94,48
95,49
96,50
97,51
98,52
99,53
101,54
102,55
103,56
104,57
105,58
106,59
107,60
108,61
109,62
110,63
112,64
113,65
114,66
115,67
116,68
117,69
118,70
119,71
120,72
121,73
122,74
123,75
124,76
125,77
126,78
127,79
128,80
129,81
130,82
131,83
135,84
136,85
137,86
138,87
139,88
140,89
141,90
142,91
143,92
144,93
145,94
146,95
147,96
148,97
149,98
150,99
151,100
152,101
153,102
154,103
155,104
156,105
158,106
159,107
160,108
161,109
162,110
163,111
164,112
165,113
166,114
167,115
168,116
169,117
170,118
171,119
172,120
173,121
174,122
175,123
176,124
177,125
178,126
179,127
184,128
185,129
186,130
187,131
188,132
189,133
190,134
191,135
192,136
193,137
194,138
195,139
196,140
197,141
198,142
199,143
200,144
201,145
202,146
203,147
204,148
205,149
206,150
207,151
208,152
209,153
210,154
211,155
213,156
214,157
219,158
220,159
221,160
222,161
223,162
224,163
228,164
229,165
230,166
231,167
232,168
233,169
234,170
235,171
236,172
239,173
240,174
241,175
242,176
243,177
245,178
246,179
248,180
249,181
250,182
251,183
255,184
256,185
258,186
259,187
260,188
261,189
262,190
263,191
265,192
266,193
268,194
269,195
270,196
273,197
274,198
275,199
278,200
279,201
280,202
281,203
282,204
284,205
285,206
287,207
289,208
290,209
292,210
293,211
295,212
296,213
297,214
299,215
300,216
304,217
305,218
306,219
307,220
309,221
312,222
315,223
316,224
317,225
321,226
324,227
325,228
328,229
329,230
330,231
331,232
332,233
333,234
334,235
336,236
337,237
339,238
340,239
341,240
343,241
344,242
347,243
348,244
349,245
350,246
351,247
354,248
355,249
356,250
358,251
359,252
