1,StockAdjustment,2014-11-28
2,StockAdjustment,2014-11-28
3,StockAdjustment,2014-11-28
4,StockAdjustment,2014-11-28
5,StockAdjustment,2014-11-28
6,StockAdjustment,2014-11-28
7,StockAdjustment,2014-11-28
8,StockAdjustment,2014-11-28
9,StockAdjustment,2014-11-28
10,StockAdjustment,2014-11-28
11,StockAdjustment,2014-11-28
12,StockAdjustment,2014-11-28
13,StockAdjustment,2014-11-28
14,StockAdjustment,2014-11-28
16,StockAdjustment,2015-02-02
17,StockAdjustment,2015-02-02
