1,1
3,2
7,3
8,4
9,5
32,6
33,7
51,8
52,9
53,10
54,11
56,12
57,13
58,14
60,15
61,16
62,17
63,18
64,19
65,20
66,21
67,22
70,23
71,24
72,25
73,26
74,27
75,28
76,29
77,30
78,31
83,32
84,33
85,34
86,35
87,36
88,37
89,38
91,39
92,40
93,41
94,42
95,43
96,44
97,45
98,46
99,47
100,48
101,49
102,50
103,51
104,52
105,53
106,54
107,55
108,56
109,57
110,58
111,59
112,60
113,61
114,62
115,63
116,64
117,65
118,66
119,67
120,68
121,69
122,70
123,71
124,72
125,73
126,74
127,75
128,76
129,77
130,78
131,79
132,80
133,81
134,82
135,83
136,84
137,85
138,86
139,87
140,88
141,89
142,90
143,91
144,92
145,93
146,94
147,95
148,96
149,97
150,98
151,99
152,100
153,101
154,102
155,103
156,104
157,105
158,106
159,107
160,108
161,109
162,110
163,111
164,112
165,113
166,114
167,115
169,116
170,117
171,118
172,119
173,120
174,121
177,122
178,123
179,124
180,125
181,126
182,127
183,128
184,129
185,130
186,131
187,132
188,133
189,134
190,135
191,136
192,137
194,138
195,139
196,140
197,141
198,142
199,143
200,144
201,145
203,146
204,147
205,148
206,149
207,150
208,151
209,152
210,153
211,154
212,155
213,156
215,157
216,158
217,159
218,160
219,161
220,162
221,163
222,164
225,165
227,166
228,167
229,168
230,169
232,170
233,171
236,172
237,173
238,174
239,175
240,176
241,177
242,178
243,179
244,180
245,181
246,182
247,183
248,184
249,185
250,186
251,187
252,188
253,189
254,190
255,191
256,192
