1,1,Dummy
2,2,Damp Distribution
3,3,Damp Form
4,4,Damp Fount
5,5,Damp Met
6,6,Damp Roll
7,7,Damp Trans
8,8,Ink Dist
9,9,Ink Duct
10,10,Ink Form
11,11,Ink Trans / Dist
12,12,Ink Roll
13,13,Damp Duct
14,14,Impression Roll
15,15,Roll Plate
16,16,Water Form
17,17,Bridge Roll
18,18,Damp Pan
19,19,Roll OB
20,20,Press Roll
21,21,Gum Roll
22,22,Developer Roll
23,23,Damp Feed
