SKU,ItemTypeName,Name,Uom,Qty,Price,Currency
PCC38,Production Consumables,"Flap Wheels ""Polinox"" A280 Ø 80",Pieces (Pcs),8.0,1.0,Rupiah
PCC39,Production Consumables,Polish film 3M 30 um 262  L,Roll ,10.0,1.0,Rupiah
PCK27,Packaging,Polish Paper P400 (W=120mm) (bahan kain),Roll ,10.0,1.0,Rupiah
PCK21,Packaging,Polish Paper P400 (W=120mm) (bahan kertas),Roll ,1.0,1.0,Rupiah
PCK26,Packaging,Polish Paper P600 (W=100mm) 1 roll = 50m,Roll ,3.0,1.0,Rupiah
PCC43,Production Consumables,Amplast Bearing seat ( SCOT BRITE ) @ 2.5 Meter,Roll ,13.0,1.0,Rupiah
PCC44,Production Consumables,Amplast Bearing seat ( SCOT BRITE ) @ 50 Meter,Roll ,0.0,0.0,Rupiah
PCC45,Production Consumables,Laser Cutter (kawat heater pemotong sterofom),Pieces (Pcs),8.0,1.0,Rupiah
PCC46,Production Consumables,Gerinda botol,Pieces (Pcs),5.0,1.0,Rupiah
PCC47,Production Consumables,Gerinda Potong 105 x 3 x 16 ,Pieces (Pcs),2.0,1.0,Rupiah
PCC48,Production Consumables,Batu Gerinda Flexible,Pieces (Pcs),2.0,1.0,Rupiah
GAS9,GA Supply,Gergaji Mesin (mata),Pieces (Pcs),11.0,1.0,Rupiah
PCC50,Production Consumables,Pahat bebek,Pieces (Pcs),4.0,1.0,Rupiah
PCC51,Production Consumables,Nylon ( All Size ),Pieces (Pcs),8.0,1.0,Rupiah
PCC52,Production Consumables,Cutting Tools ( U. Stripping ),Pieces (Pcs),5.0,1.0,Rupiah
PCC53,Production Consumables,Mata Bor ø 3 mm,Pieces (Pcs),4.0,1.0,Rupiah
PCC54,Production Consumables,Gergaji Besi ( Mata ),Pieces (Pcs),3.0,1.0,Rupiah
PCC55,Production Consumables,Kawat Las 2.0 mm,Pack / Bungkus,9.0,1.0,Rupiah
PCC56,Production Consumables,Kawat Las 2.6 mm,Pack / Bungkus,7.0,1.0,Rupiah
PCC57,Production Consumables,Filter Vacuum Pendek ( Import ),Pieces (Pcs),100.0,1.0,Rupiah
PCC58,Production Consumables,Filter Vacuum Panjang ( Lokal ),Pieces (Pcs),72.0,0.0,Rupiah
PCC59,Production Consumables,Paku Tembak F30,Pack / Bungkus,2.0,1.0,Rupiah
PCC60,Production Consumables,Grinding Wheels ( all Type ),Pieces (Pcs),5.0,1.0,Rupiah
PCC61,Production Consumables,WD 40 / 469 ML / 382 G / 15.9,Tin / Kaleng,2.0,1.0,Rupiah
PCC62,Production Consumables,Belt Dresser,Tin / Kaleng,3.0,1.0,Rupiah
PCC63,Production Consumables,Ear Plug,Pieces (Pcs),1.0,1.0,Rupiah
PCC64,Production Consumables,Ear Plug (disposable),Pair / Pasang,35.0,1.0,Rupiah
PCC65,Production Consumables,"Sarung Tangan (karet) ""Latex""",Pieces (Pcs),54.0,1.0,Rupiah
PCC66,Production Consumables,Sarung Tangan (Karet) - panjang,Pair / Pasang,12.0,1.0,Rupiah
PCC67,Production Consumables,Sarung Tangan (kain),Pieces (Pcs),12.0,1.0,Rupiah
PCC68,Production Consumables,Masker ( TEN DUST MASK ),Pieces (Pcs),16.0,1.0,Rupiah
PCC69,Production Consumables,Masker Kain (hitam),Pieces (Pcs),0.0,0.0,Rupiah
PCC70,Production Consumables,Kaca Mata ( KleenGuard V30 ),Pieces (Pcs),7.0,1.0,Rupiah
PCC71,Production Consumables,Sarung Tangan (Tebal),Pair / Pasang,2.0,1.0,Rupiah
PCC72,Production Consumables,Dust Mask KW 10-302,Pieces (Pcs),0.0,0.0,Rupiah
PCC73,Production Consumables,Refill Dust Mask KW 10-302,Pieces (Pcs),0.0,0.0,Rupiah
PCC74,Production Consumables,Alteco,Pieces (Pcs),13.0,1.0,Rupiah
PCC75,Production Consumables,Tissue ( Kimtech ) 1 Pack @ 100 Pcs,Pieces (Pcs),130.0,1.0,Rupiah
PCC76,Production Consumables,"Kuas Cat ( u/ Lem )  4""",Pieces (Pcs),4.0,272884.86,Rupiah
PCC77,Production Consumables,"Kuas Cat ( u/ Lem )  2 & 2,5""",Pieces (Pcs),2.0,1.0,Rupiah
PCC78,Production Consumables,"Kuas Cat ( u/ Lem )  1.5""",Pieces (Pcs),8.0,1.0,Rupiah
PCC79,Production Consumables,"Kuas Cat ( u/ Lem )  1.0""",Pieces (Pcs),5.0,1.0,Rupiah
PCC80,Production Consumables,Kuas Lukis,Pieces (Pcs),6.0,1.0,Rupiah
PCC81,Production Consumables,Piloxs (black),Pieces (Pcs),1.0,1.0,Rupiah
PCC82,Production Consumables,Selotip Plastik (5cm) u/ packing  (bening),Pieces (Pcs),30.0,1.0,Rupiah
PCC83,Production Consumables,Selotip Plastik (2cm) u/ poleshing,Pieces (Pcs),13.0,1.0,Rupiah
PCC84,Production Consumables,Selotip Kertas (5cm),Pieces (Pcs),39.0,1.0,Rupiah
PCC85,Production Consumables,Selotip Kertas (2cm),Pieces (Pcs),33.0,1.0,Rupiah
PCC86,Production Consumables,Thread Seal Tape (selotip utk pipa),Pieces (Pcs),7.0,1.0,Rupiah
PCC87,Production Consumables,Bagus Serap Air,Pieces (Pcs),4.0,1.0,Rupiah
ADR0,AdhesiveRoller,Dummy Adhesive Roller,Gram (gr),0.0,0.0,Rupiah
ADR1,AdhesiveRoller,A 001 @ 5000 Gram,Gram (gr),29600.0,698.88,Rupiah
ADR2,AdhesiveRoller,A 002 @ 150 Gram,Gram (gr),4773.0,4760324.78,Rupiah
ADR3,AdhesiveRoller,A 004,Pack / Bungkus,11.0,1.0,Rupiah
ADR4,AdhesiveRoller,A 005,Pack / Bungkus,11.0,1.0,Rupiah
ADR5,AdhesiveRoller,A 006,Pack / Bungkus,10.0,1.0,Rupiah
ADR6,AdhesiveRoller,A 003 @ 5000 Gram (masa expired = 1 thn),Gram (gr),25800.0,1934.38,Rupiah
ADR7,AdhesiveRoller,A 008 @ 4500 Gram (masa expired 6 bln),Gram (gr),19800.0,1586.19,Rupiah
RBL0,RollBlanket,Roll Blanket Dummy - Unassigned,Sqm (m2),0.0,0.0,CHF
RBL1,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.12 mm,Sqm (m2),53.0,103546.57,CHF
RBL2,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.16 mm,Sqm (m2),22.0,118429.03,CHF
RBL3,RollBlanket,Folex H45 - uk. 1305 x 50.000 x 0.15 mm,Sqm (m2),0.0,0.0,CHF
RBL4,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.18 mm,Sqm (m2),29.0,123726.17,CHF
RBL5,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.20 mm,Sqm (m2),0.0,0.0,CHF
RBL6,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.23 mm,Sqm (m2),63.0,78006.77,CHF
RBL7,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.25 mm,Sqm (m2),63.0,55115.53,CHF
RBL8,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.30 mm,Sqm (m2),58.0,1021802.2,CHF
RBL9,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.40 mm,Sqm (m2),43.0,267758.07,CHF
RBL10,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.45 mm,Sqm (m2),65.0,1021802.2,CHF
RBL11,RollBlanket,Folex H45 - uk. 1270 x 50.000 x 0.50 mm,Sqm (m2),63.0,345701.77,CHF
RBL12,RollBlanket,Vulcan Eco 780 mm ,Sqm (m2),115.0,1021802.2,USD
RBL13,RollBlanket,Vulcan Eco 1075 mm ,Sqm (m2),2632.96,638659.74,USD
RBL14,RollBlanket,Vulcan Combo 780 mm,Sqm (m2),35.0,1406873.06,USD
RBL15,RollBlanket,Vulcan Combo 840 mm,Sqm (m2),112.0,677686.92,USD
RBL16,RollBlanket,Vulcan Combo 1075 mm,Sqm (m2),591.23,1021802.2,USD
RBL17,RollBlanket,Vulcan Combo 1260 mm,Sqm (m2),918.0,677686.92,USD
RBL18,RollBlanket,Vulcan Bravo 780 mm,Sqm (m2),79.0,651425.64,USD
RBL19,RollBlanket,Vulcan Bravo 1075 mm,Jumbo Roll,220.67,638659.74,USD
RBL20,RollBlanket,Vulcan Bravo 1260 mm,Sqm (m2),65.0,1021802.2,USD
RBL21,RollBlanket,Vulcan Deco 1075 mm,Sqm (m2),198.0,703218.72,USD
RBL22,RollBlanket,Vulcan Deco 1260 mm,Sqm (m2),32.0,1021802.2,USD
RBL23,RollBlanket,Vulcan 714 Master 3Ply 1025 mm - 1.71 mm,Sqm (m2),281.09,721698.88,USD
RBL24,RollBlanket,Vulcan 714 Master 940 mm - 1.96 mm,Sqm (m2),626.88,1021802.2,USD
RBL25,RollBlanket,Vulcan 714 Master 4Ply 1025 mm - 1.96 mm,Sqm (m2),34.0,852640.54,USD
RBL26,RollBlanket,Vulcan 4 ply C3 - 007 1060 mm,Sqm (m2),202.0,1021802.2,USD
RBL27,RollBlanket,Vulcan 4 ply C3 - 007 1260 mm,Sqm (m2),65.0,449846.0,USD
RBL28,RollBlanket,Vulcan 714 Strip 4 ply 1075 mm,Sqm (m2),87.12,1021802.2,USD
RBL29,RollBlanket,Vulcan Folio 1075 mm,Sqm (m2),52.0,915740.56,USD
RBL30,RollBlanket,jgn pake - Vulcan Folio 1075 mm,Sqm (m2),2.0,1021802.2,USD
RBL31,RollBlanket,Vulcan Kart One 1075 mm,Sqm (m2),7.0,872579.66,USD
RBL32,RollBlanket,Vulcan Kart One 1460 mm ,Sqm (m2),98.0,1196145.3,USD
RBL33,RollBlanket,Vulcan UV 4 ply 840 mm,Sqm (m2),19.0,770817.2,USD
RBL34,RollBlanket,Vulcan UV 4 ply 1075 mm,Sqm (m2),235.0,1268914.6,USD
RBL35,RollBlanket,Vulcan UV 4 ply 1260 mm,Sqm (m2),11.0,755862.86,USD
RBL36,RollBlanket,Vulcan UV Pack 1260 mm ,Sqm (m2),44.21,980869.47,USD
RBL37,RollBlanket,Vulcan 202 840 mm,Sqm (m2),6.0,826257.68,USD
RBL38,RollBlanket,Vulcan Royal Web K2 840 mm,Sqm (m2),696.0,824718.69,USD
RBL39,RollBlanket,Vulcan Royal Web K2 940 mm,Sqm (m2),796.0,952700.88,USD
RBL40,RollBlanket,Vulcan Royal Form 0.95 510 mm,Sqm (m2),83.0,927808.52,USD
RBL41,RollBlanket,Vulcan Royal Form 0.95 620 mm,Sqm (m2),1.0,48024.1,USD
RBL42,RollBlanket,Vulcan Royal Form 1.05 510 mm,Sqm (m2),18.0,980869.47,USD
UPC49,Underpacking,Folex H45 : Uk. 1020 x 670 x 0.18 mm,Sheet / Lembar,0.0,0.0,CHF
UPC50,Underpacking,Folex H45 : Uk. 1150 x 1200 x 0.23 mm,Sheet / Lembar,6.0,824718.69,CHF
UPC51,Underpacking,Folex H45 : Uk. 1030 x 1140 x 0.23 mm,Sheet / Lembar,10.0,207544.1,CHF
UPC52,Underpacking,Folex H45 : Uk. 1150 x 1200 x 0.20 mm,Sheet / Lembar,2.0,1217369.68,CHF
CHM85,Chemical,"PR 2088 Uniwash LO , 1 x 5 lit",Pail 5L,0.0,0.0,USD
CHM86,Chemical,"PR 2011 Stabilat B45I, 1 x 5 kg",Pail 5Kg,2.0,1290138.98,USD
CHM87,Chemical,"ID 1002 Blanket Lift, 1 x  0.25 Lit",Tin 0.25L,14.0,1.0,USD
CHM88,Chemical,"PR 2029 Renal Plate Clean, 1 x 1lit",Botol 1L,2.0,1290138.98,USD
CHM89,Chemical,"PR 2119 Rotowash 60  , 1 x 20 lit",Pail 20L,10.0,449846.0,USD
CHM90,Chemical,"PP 1055 Unigum, 1 x 5 lit",Pail 5L,2.0,1805588.16,USD
CHM91,Chemical,"PR 2002 One Step Roller Wash, 1 x 5 lit",Pail 5L,0.0,0.0,USD
CHM92,Chemical,"PTZ ID 1005 Processor Cleaner, 1 x 20 lit",Pail 20L,0.0,0.0,USD
CHM93,Chemical,"AC72-111 Acedin D , 1 x 5 kg",Pail 5Kg,0.0,0.0,USD
CHM94,Chemical,"AC72-198 Acedin Plano 4105, 1 x 27 kg",Pail 27Kg,8.0,755011.8,USD
CHM95,Chemical,"SC 4026/.7 Grafo Gel, 1 x 700 gr",Tin 700g,0.0,0.0,USD
CHM96,Chemical,"SC 4011 Aqua Sec Fount Drier, 1 x  5 L",Pail 5L,256.0,285013.08,USD
CHM97,Chemical,"PP 1002 Thermo Gum, 1 x 5 lit",Pail 5L,0.0,0.0,USD
CHM98,Chemical,"PR 2142 Rollermatt, 1 x 5 lit",Pail 5L,16.0,409327.29,USD
CHM99,Chemical,"PR 2043 UV Wash, 1 x 5 lit",Pail 5L,3.0,1.0,USD
CHM100,Chemical,"PR 2045 Damper Wash, 1 x 5 lit",Pail 5L,18.0,961161.12,USD
CHM101,Chemical,"PR 2047 Calcium Wash, 1 x 1 lit",Botol 1L,130.0,56777.86,USD
CHM102,Chemical,"PR 2063 Rolfin Spezial, 1 x 700 gr",Tin 700g,4.0,93616.6,USD
CHM103,Chemical,"SC 4004 IPA, 1 x 1 Lit",Botol 1L,2.0,1.0,USD
CHM104,Chemical,"SC 4040 Clean Set, 1 x 5 lit",Pail 5L,31.0,285013.08,USD
BAR260,Bar,Bar 50326 x 730 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR261,Bar,Bar 541510 x 889 mm,Pieces (Pcs),105.0,285013.08,Rupiah
BAR262,Bar,Bar 541208 x 872 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR263,Bar,Bar 551208 x 1101 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR264,Bar,Bar 50126 x 892 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR265,Bar,Bar 551205 x 885 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR266,Bar,Bar 511205 x 980 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR267,Bar,Bar 551510H x 1070 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR268,Bar,Bar 531210 x 993 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR269,Bar,Bar 531510 x 800 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR270,Bar,Bar 50308 x 800 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR271,Bar,Bar 50126 x 895 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR272,Bar,Bar 50122 x 889 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR273,Bar,Bar 511205 x 889 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR274,Bar,Bar 551208 x 935 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR276,Bar,Bar Fenger x 935 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR277,Bar,Bar 50346 x 925 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR278,Bar,Bar 531010 x 933 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR279,Bar,Bar 541510 x 1000 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR280,Bar,Bar 551508 x 1040 mm,Pieces (Pcs),1300.0,0.0,Rupiah
BAR281,Bar,Bar 50308 x 520 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR282,Bar,Bar 551210 x 1040 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR283,Bar,Bar 50308 x 680 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR284,Bar,Bar 50346 x 1174 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR285,Bar,Bar 551208 x 726 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR286,Bar,Bar 531208 x 1039/1030 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR287,Bar,Bar 551510 H x 1071 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR288,Bar,Bar 50308 x 1115 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR289,Bar,Bar 50308 x 1120 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR290,Bar,Bar 50326 x 1030 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR291,Bar,Bar 541510 MR x 745 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR292,Bar,Bar 50326 x 820 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR293,Bar,Bar 50326 x 1062 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR294,Bar,Bar 50308 x 921 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR295,Bar,Bar 50308 x 935 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR296,Bar,Bar 50308 x 780 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR297,Bar,Bar 531108 x 518 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR298,Bar,Bar 50308 x 845 mm,Pieces (Pcs),4.0,609442.85,Rupiah
BAR299,Bar,Bar 50145 x 1215 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR300,Bar,Bar 531210 x 872 mm,Pieces (Pcs),4.0,363846.48,Rupiah
BAR301,Bar,Bar 50326 x 1101 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR302,Bar,Bar 50122 x 874 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR303,Bar,Bar 50326 x 980 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR304,Bar,Bar 541210 x 975 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR305,Bar,Bar R134 x 930 mm,Pieces (Pcs),0.0,0.0,Rupiah
BAR306,Bar,Bar 50343 x 975 mm,Pieces (Pcs),2.0,848975.12,Rupiah
BAR307,Bar,Bar 50343 x 933 mm,Pieces (Pcs),0.0,0.0,Rupiah
PCK1,Packaging,Box Kayu uk: P.210xL25xT.25,Unit,6.0,0.0,Rupiah
PCK2,Packaging,Box Kayu uk: P.170xL25xT.25,Unit,3.0,0.0,Rupiah
PCK3,Packaging,Box Kayu uk: P.140xL25xT.25,Unit,4.0,845943.07,Rupiah
PCK4,Packaging,Box Kayu uk: P.140xL.15xT.15,Unit,2.0,0.0,Rupiah
PCK5,Packaging,Box Kayu uk: P.150xL.25xT.25,Unit,2.0,0.0,Rupiah
ACC333,Accessory,Bearing 1726203-2RS,Pieces (Pcs),30.0,0.0,Rupiah
ACC335,Accessory,Bearing 6005 2RSR,Pieces (Pcs),20.0,0.0,Rupiah
PMC1,Production Machine & Tools,Dongkrak - Toe Jack 5 Ton,Unit,2.0,0.0,Rupiah
PCC88,Production Consumables,Insert YBC252/DNMG150408-DM,Pieces (Pcs),10.0,0.0,Rupiah
PME25,Production Machine Equipment,Spirit Precicion Level 300mm,Unit,1.0,0.0,Rupiah
PME21,Production Machine Equipment,Outside Micrometer 0-25mm ,Pieces (Pcs),2.0,1773751.59,Rupiah
PME22,Production Machine Equipment,Outside Micrometer 25-50mm ,Pieces (Pcs),1.0,0.0,Rupiah
PME23,Production Machine Equipment,Outside Micrometer 75-50mm ,Pieces (Pcs),2.0,1713110.51,Rupiah
PME26,Production Machine Equipment,Thread Lock Removable K1242,Pieces (Pcs),1.0,0.0,Rupiah
CHM105,Chemical,TS0063 1 x 1 drum,Drum 200L,9.0,5397056.12,Rupiah
CHM106,Chemical,S006 1 x 1 drum,Drum 158Kg,72.0,3150380.96,USD
PCC94,Production Consumables,Pipa Seamless OD.114mm ID.80mm P.1085mm,Pieces (Pcs),1.0,1713110.51,Rupiah
PCC95,Production Consumables,Pipa Seamless OD.88mm ID.74mm P.1045mm,Pieces (Pcs),0.0,0.0,Rupiah
PCC96,Production Consumables,Round Bar SS41 Dia 85 x 145mm,Pieces (Pcs),2.0,2319521.31,Rupiah
PCC97,Production Consumables,Round Bar SS41 Dia 76x50mm,Pieces (Pcs),0.0,0.0,Rupiah
PCC98,Production Consumables,Round Bar S45C Dia 50x145mm,Pieces (Pcs),2.0,1227981.87,Rupiah
PCC99,Production Consumables,Round Bar S45C Dia 38x145mm,Pieces (Pcs),0.0,0.0,Rupiah
GAS1,GA Supply,Cetak Form Invoice,Box ,2.0,2258880.23,Rupiah
ACC336,Accessory,Bearing 6004 2RSR,Pieces (Pcs),46.0,0.0,Rupiah
CHM107,Chemical,S003 1x1 drum,Drum,17.0,2319521.31,USD
PCK6,Packaging,Carton Box Uk. 1150x140x140mm,Sheet / Lembar,500.0,0.0,Rupiah
ACC338,Accessory,Bearing 6304 2RS,Pieces (Pcs),11.0,2455963.74,Rupiah
ACC339,Accessory,Bearing 6206 2RSR,Pieces (Pcs),40.0,0.0,Rupiah
PRM1,Production Maintenance Machine,Service Stabilizer ,Unit,3.0,1773751.59,Rupiah
PRM2,Production Maintenance Machine,Service Fee's,Unit,1.0,0.0,Rupiah
CHM108,Chemical,Dyna System Poli C @20 lit,Liter (Lit),61.0,4987728.83,Rupiah
CHM109,Chemical,Dyna System Poli @10lit,Liter (Lit),10.0,0.0,Rupiah
PCK7,Packaging,Jerigen 20 lit Natural,Pieces (Pcs),601.0,1773751.59,Rupiah
PCC100,Production Consumables,Test Bar 50x1060 Mat. S45C,Pieces (Pcs),1.0,0.0,Rupiah
UPC53,Underpacking,Marks3Zet : Uk. 1140 x 880 x 0.20 mm,Sheet / Lembar,1.0,1773751.59,Euro
UPC54,Underpacking,Marks3Zet : Uk. 1140 x 880 x 0.25 mm,Sheet / Lembar,0.0,0.0,Euro
UPC55,Underpacking,Marks3Zet : Uk. 1140 x 880 x 0.20 mm x 1 box,Box ,0.0,0.0,Rupiah
UPC56,Underpacking,Marks3Zet : Uk. 1140 x 880 x 0.25 mm x 1 box,Box ,0.0,0.0,Rupiah
CHM110,Chemical,TS0063 1 x 1 Lit,Liter (Lit),0.0,0.0,Rupiah
CHM111,Chemical,S006 1 x 1 Kg,Kilogram (Kg),0.0,0.0,Rupiah
PME2,Production Machine Equipment,Die Grinder 6mm - 20000RPM ,Pieces (Pcs),1.0,0.0,Rupiah
PME13,Production Machine Equipment,Dial Indicator 10/0.01mm 2046S,Pieces (Pcs),1.0,0.0,Rupiah
PMM7,Production Maintenance Machine,Make Up TH Type 18,Liter (Lit),11.0,0.0,USD
ATK2,ATK,JP K72 Ink,Liter (Lit),1.0,0.0,USD
PME4,Production Machine Equipment,Contact Problem Militron,Pieces (Pcs),0.0,0.0,Rupiah
ACC340,Accessory,Bearing 6007 2RSR,Pieces (Pcs),10.0,0.0,Rupiah
PCC101,Production Consumables,Isolubric VG46 @20 lit,Pail 20L,5.0,0.0,Rupiah
GAS2,GA Supply,Tissue - Hand Towel Sleeve Pack,Box ,4.0,0.0,Rupiah
GAS3,GA Supply,Tissue - Bathroom Emboss 100 in 1,Box ,1.0,0.0,Rupiah
ADR9,AdhesiveRoller,B001,Gram (gr),0.0,0.0,Rupiah
ADR10,AdhesiveRoller,B002,Gram (gr),0.0,0.0,Rupiah
ADR11,AdhesiveRoller,B003,Gram (gr),0.0,0.0,Rupiah
PMC2,Production Machine & Tools,Manual Hydraulic Press Brake Machines,Unit,1.0,0.0,USD
PMM10,Production Maintenance Machine,Tooling for Press Brake Machine,Unit,1.0,0.0,Rupiah
RBL44,RollBlanket,Vulcan 714 Master 2050 - 1.71mm ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL45,RollBlanket,Vulcan 714 Master 4Ply 1880 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL46,RollBlanket,Vulcan 714 Master 4Ply 2050 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL47,RollBlanket,Vulcan Deco 2520 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL48,RollBlanket,Vulcan 714 Strip 4Ply 2150 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL49,RollBlanket,Vulcan Kart One 2150 ( Jumbo Roll ) ,Jumbo Roll,0.0,0.0,USD
RBL50,RollBlanket,Vulcan UV 4Ply 2520 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL51,RollBlanket,Vulcan Royal Form 1.05mm - 1020 ( Slit Roll ),Slit Roll,0.0,0.0,USD
RBL52,RollBlanket,Vulcan Eco 1260 mm,Sqm (m2),216.0,638659.74,USD
BAR308,Bar,Bar WF 24-3 x 874 mm ,Pieces (Pcs),300.0,0.0,Euro
BAR309,Bar,Bar SF05-2 x 730 mm,Pieces (Pcs),100.0,0.0,Euro
BAR310,Bar,Bar SS01-1 DP x 975 mm ,Pieces (Pcs),50.0,0.0,Euro
BAR311,Bar,Bar ZW 08 x 980 mm,Pieces (Pcs),50.0,0.0,Euro
BAR312,Bar,Bar ZW-18 x 1040 mm ,Pieces (Pcs),100.0,0.0,Euro
BAR313,Bar,Bar AL-39 x 1000 mm,Pieces (Pcs),49.0,0.0,Euro
RBL53,RollBlanket,Vulcan Second Choice 2150 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL54,RollBlanket,Vulcan Bravo 2150 ( Jumbo Roll ),Jumbo Roll,0.0,0.0,USD
RBL55,RollBlanket,Vulcan Eco 840 mm,Sqm (m2),40.0,638659.74,USD
RBL56,RollBlanket,Vulcan Royal Web K2 810 mm,Sqm (m2),177.0,889479.2,USD
ACC341,Accessory,Bearing 6006 2RSR,Pieces (Pcs),10.0,0.0,Rupiah
ATK3,ATK,Bantex Ekonomi 1401 LAF FC 7cm ,Pieces (Pcs),0.0,0.0,Rupiah
ATK4,ATK,Bantex Ekonomi 1403 LAF FC 7cm,Pieces (Pcs),0.0,0.0,Rupiah
ACC342,Accessory,Shaft Rotator Body + Bearing Bush,Unit,2.0,0.0,Rupiah
PMM8,Production Maintenance Machine,Sparepart Mesin Printer Blanket,Pieces (Pcs),1.0,0.0,USD
ACC343,Accessory,Bearing 6003 2RSR,Pieces (Pcs),20.0,0.0,Rupiah
ADR12,AdhesiveRoller,A001 ,Kilogram (Kg),0.0,0.0,Rupiah
RBL57,RollBlanket,jangan pakai - Vulcan 714 Master 4Ply 940 mm,Sqm (m2),0.0,0.0,Rupiah
RBL58,RollBlanket,jangan pakai - Vulcan 714 Master 4Ply 1025 mm,Sqm (m2),0.0,0.0,USD
PME7,Production Machine Equipment,Rubber Compound Test Mould,Pieces (Pcs),0.0,0.0,Rupiah
CRP1,Core Repair,Roll Indah Cup RBS 1 Hollow Aluminium,Pieces (Pcs),0.0,0.0,Rupiah
CRP2,Core Repair,Roll Indah Cup RBS 2 Hollow Aluminium,Pieces (Pcs),0.0,0.0,Rupiah
PCC102,Production Consumables,Round Knife Tools ,Pieces (Pcs),0.0,0.0,Rupiah
PME9,Production Machine Equipment,Live Center  MT-4,Pieces (Pcs),1.0,0.0,Rupiah
PME8,Production Machine Equipment,Collet ER 40,Pieces (Pcs),1.0,0.0,Rupiah
PME10,Production Machine Equipment,Morse Taper Sleeve MT3xMT5,Pieces (Pcs),1.0,0.0,Rupiah
PME11,Production Machine Equipment,Morse Taper Sleeve MT4xMT5,Pieces (Pcs),1.0,0.0,Rupiah
PMM11,Production Maintenance Machine,Roda Hand Pallet - PU,Pieces (Pcs),0.0,0.0,Rupiah
PCK28,Packaging,Kayu Papan Uk. 2mtrx18cmx1.5cm,Pieces (Pcs),0.0,0.0,Rupiah
PRM3,Production Maintenance Machine,Time Delay Aux LADT 4 Range 10-180S + MCB 1phase,Pieces (Pcs),0.0,0.0,Rupiah
PCC103,Production Consumables,Amplas Belt X369 grit 40 Uk. 100x2500mm,Roll ,0.0,0.0,Rupiah
PCC104,Production Consumables,"Amplas JB5 grit 40 @45mtr Uk. 4"" x 50 yard",Roll ,0.0,0.0,Rupiah
PCC105,Production Consumables,"Amplas JB5 grit A240 @45mtr Uk. 4""x50 yard",Roll ,0.0,0.0,Rupiah
