Id,Code,ContactId,PurchaseDate,NomorSurat,CurrencyId,Description,AllowEditDetail,IsConfirmed,ConfirmationDate,IsReceivalCompleted,IsDeleted,DeletedAt,CreatedAt,UpdatedAt
116,2015.2.50,1207,2015-02-11,15020,1,,False,False,,False,False,,2015-02-23 20:21:14,
117,2015.2.51,1208,2015-02-11,15021,1,,False,True,2015-02-11,False,False,,2015-02-23 21:26:32,
118,2015.2.52,399,2015-02-12,15022,1,,False,True,2015-02-12,False,False,,2015-02-23 21:30:20,
119,2015.2.53,1209,2015-02-13,15023,1,,False,True,2015-02-13,False,False,,2015-02-23 21:47:50,
120,2015.2.54,1211,2015-02-13,15024,1,,False,True,2015-02-13,False,False,,2015-02-23 21:57:01,
121,2015.2.55,1174,2014-12-11,084/ZGA/XII/2014,1,,False,True,2014-12-11,False,False,,2015-02-25 15:40:37,
122,2015.2.56,1173,2014-12-19,085/ZGA/XII/2014,2,,False,False,,False,True,2015-02-25 16:40:00,2015-02-25 15:48:08,
123,2015.2.57,933,2014-12-31,086/ZGA/XII/2014,2,,False,True,2014-12-31,False,False,,2015-02-25 15:57:53,
124,2015.3.1,942,2014-11-10,072/ZGA/XI/2014,3,,False,True,2014-11-10,True,False,,2015-03-02 21:21:50,2015-03-04 17:33:50
125,2015.3.2,417,2014-11-28,OP-ZGA 1411195,1,,False,True,2014-11-28,True,False,,2015-03-05 16:46:22,2015-03-05 17:49:03
126,2015.3.3,1212,2015-02-02,testing again,1,,False,False,,False,True,2015-03-05 17:08:58,2015-03-05 17:02:25,2015-03-05 17:07:50
127,2015.3.3,375,2015-02-25,OP-ZGA 1502037,1,,False,True,2015-02-25,False,False,,2015-03-09 15:21:23,
128,2015.3.4,457,2015-03-10,OP-ZGA 1502038,1,,False,True,2015-02-25,False,False,,2015-03-09 15:28:09,
129,2015.3.5,473,2015-02-25,OP-ZGA 1502039,1,,False,True,2015-02-25,False,False,,2015-03-09 15:38:56,
130,2015.3.6,390,2015-02-25,OP-ZGA 1502040,1,,False,True,2015-02-25,False,False,,2015-03-09 15:43:04,
131,2015.3.7,417,2015-03-02,OP-ZGA 1503041,1,,False,True,2015-03-02,False,False,,2015-03-09 15:52:27,
132,2015.3.8,427,2015-03-02,OP-ZGA 1503042,1,,False,True,2015-03-02,False,False,,2015-03-09 15:54:23,
133,2015.3.9,473,2015-03-02,OP_ZGA 1503043,1,,False,True,2015-03-02,False,False,,2015-03-09 15:56:07,
134,2015.3.10,377,2015-03-02,OP-ZGA 1503044,1,,False,True,2015-03-02,False,False,,2015-03-09 16:00:29,
135,2015.3.11,474,2015-03-03,OP-ZGA 1503045,1,,False,True,2015-03-03,False,False,,2015-03-09 16:04:22,
136,2015.3.12,457,2015-03-09,OP-ZGA 1503047,1,,False,False,,False,False,,2015-03-09 16:10:26,2015-04-06 17:07:28
137,2015.3.13,1213,2015-02-26,15025,1,,False,True,2015-02-26,False,False,,2015-03-09 16:26:36,
138,2015.3.14,1214,2015-02-27,15026,1,,False,True,2015-02-27,False,False,,2015-03-09 16:31:54,
139,2015.3.15,1211,2015-03-02,15027,1,,False,True,2015-03-03,False,False,,2015-03-09 19:51:53,
140,2015.3.16,387,2015-03-02,15028,1,,False,True,2015-03-03,False,False,,2015-03-09 19:53:06,
141,2015.3.17,407,2015-03-10,15029,1,,False,True,2015-03-03,False,False,,2015-03-09 19:56:57,
142,2015.3.18,383,2015-03-04,15030,1,,False,True,2015-03-04,False,False,,2015-03-09 20:09:03,
143,2015.3.19,933,2015-01-13,002/ZGA/I/2015,2,,False,True,2015-01-13,False,False,,2015-03-09 21:57:00,2015-03-09 22:21:58
144,2015.3.20,933,2015-01-29,007/ZGA/I/2015,2,,False,True,2015-01-29,False,False,,2015-03-09 22:12:24,
145,2015.3.21,1174,2015-01-26,006/ZGA/I/2015,3,,False,True,2015-03-10,False,False,,2015-03-09 22:23:30,
146,2015.3.22,1174,2015-02-05,010/ZGA/II/2015,3,,False,False,,False,False,,2015-03-09 22:36:03,
147,2015.4.1,1177,2015-03-03,OP-ZGA 1503046,1,,True,True,2015-03-03,False,False,,2015-04-06 17:09:12,
148,2015.4.2,375,2015-03-13,OP-ZGA 1503049,1,,True,True,2015-03-13,False,False,,2015-04-06 19:23:46,
149,2015.4.3,1216,2015-03-17,OP-ZGA 1503050,2,,True,True,2015-03-17,False,False,,2015-04-06 19:31:50,
150,2015.4.4,423,2015-03-20,OP-ZGA 1503051,1,,True,True,2015-03-20,True,False,,2015-04-06 20:21:43,2015-05-12 21:28:12
