Id,ContactId,ReceivableSource,ReceivableSourceId,Code,CurrencyId,Rate,DueDate,Amount,RemainingAmount,PendingClearanceAmount,IsCompleted,CompletionDate,IsDeleted,CreatedAt,UpdatedAt,DeletedAt
885,276,SalesInvoiceMigration,885,2014.12.885,2,12158,,42.13,42.13,0,False,,False,2014-12-19 12:06:02,,
886,136,SalesInvoiceMigration,886,2014.12.886,2,12148,,602.42,602.42,0,False,,False,2014-12-19 12:06:02,,
887,333,SalesInvoiceMigration,887,2014.12.887,1,1,,2244000,0,0,True,2015-02-10 22:47:44,False,2014-12-19 12:06:02,2015-02-10 22:47:44,
888,333,SalesInvoiceMigration,888,2014.12.888,1,1,,2244000,0,0,True,2015-05-20 16:27:04,False,2014-12-19 12:06:03,2015-05-20 16:27:04,
889,333,SalesInvoiceMigration,889,2014.12.889,1,1,,2244000,2244000,0,False,,False,2014-12-19 12:06:03,,
890,228,SalesInvoiceMigration,890,2014.12.890,1,1,,7216000,0,0,True,2015-02-10 17:54:16,False,2014-12-19 12:06:03,2015-02-10 17:54:16,
891,228,SalesInvoiceMigration,891,2014.12.891,1,1,,5060000,0,0,True,2015-02-10 17:54:16,False,2014-12-19 12:06:03,2015-02-10 17:54:16,
892,228,SalesInvoiceMigration,892,2014.12.892,1,1,,5060000,0,0,True,2015-02-10 20:28:53,False,2014-12-19 12:06:04,2015-02-10 20:28:53,
893,228,SalesInvoiceMigration,893,2014.12.893,1,1,,3795000,0,0,True,2015-02-10 20:28:53,False,2014-12-19 12:06:04,2015-02-10 20:28:53,
894,228,SalesInvoiceMigration,894,2014.12.894,1,1,,7317200,0,0,True,2015-02-10 20:28:53,False,2014-12-19 12:06:04,2015-02-10 20:28:53,
895,228,SalesInvoiceMigration,895,2014.12.895,1,1,,3795000,0,0,True,2015-02-10 20:28:53,False,2014-12-19 12:06:04,2015-02-10 20:28:53,
896,228,SalesInvoiceMigration,896,2014.12.896,1,1,,2530000,0,0,True,2015-02-10 20:28:53,False,2014-12-19 12:06:05,2015-02-10 20:28:53,
897,228,SalesInvoiceMigration,897,2014.12.897,1,1,,3795000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:05,2015-05-19 17:19:31,
898,228,SalesInvoiceMigration,898,2014.12.898,1,1,,2640000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:05,2015-05-19 17:19:31,
899,228,SalesInvoiceMigration,899,2014.12.899,1,1,,9436900,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:05,2015-05-19 17:19:31,
900,228,SalesInvoiceMigration,900,2014.12.900,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:06,2015-05-19 17:19:31,
901,228,SalesInvoiceMigration,901,2014.12.901,1,1,,2640000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:06,2015-05-19 17:19:31,
902,228,SalesInvoiceMigration,902,2014.12.902,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:06,2015-05-19 17:19:31,
903,228,SalesInvoiceMigration,903,2014.12.903,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:06,2015-05-19 17:19:31,
904,228,SalesInvoiceMigration,904,2014.12.904,1,1,,4686000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:07,2015-05-19 17:19:31,
905,228,SalesInvoiceMigration,905,2014.12.905,1,1,,7646100,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:07,2015-05-19 17:19:31,
906,228,SalesInvoiceMigration,906,2014.12.906,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:07,2015-05-19 17:19:31,
907,228,SalesInvoiceMigration,907,2014.12.907,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:07,2015-05-19 17:19:31,
908,228,SalesInvoiceMigration,908,2014.12.908,1,1,,3666300,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:08,2015-05-19 17:19:31,
909,228,SalesInvoiceMigration,909,2014.12.909,1,1,,2063600,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:08,2015-05-19 17:19:31,
910,228,SalesInvoiceMigration,910,2014.12.910,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:08,2015-05-19 17:19:31,
911,228,SalesInvoiceMigration,911,2014.12.911,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:09,2015-05-19 17:19:31,
912,228,SalesInvoiceMigration,912,2014.12.912,1,1,,4679400,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:09,2015-05-19 17:19:31,
913,228,SalesInvoiceMigration,913,2014.12.913,1,1,,5294300,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:09,2015-05-19 17:19:31,
914,228,SalesInvoiceMigration,914,2014.12.914,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:09,2015-05-19 17:19:31,
915,228,SalesInvoiceMigration,915,2014.12.915,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:10,2015-05-19 17:19:31,
916,228,SalesInvoiceMigration,916,2014.12.916,1,1,,3974300,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:10,2015-05-19 17:19:31,
917,228,SalesInvoiceMigration,917,2014.12.917,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:10,2015-05-19 17:19:31,
918,228,SalesInvoiceMigration,918,2014.12.918,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:10,2015-05-19 17:19:31,
919,228,SalesInvoiceMigration,919,2014.12.919,1,1,,2640000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:11,2015-05-19 17:19:31,
920,228,SalesInvoiceMigration,920,2014.12.920,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:11,2015-05-19 17:19:31,
921,228,SalesInvoiceMigration,921,2014.12.921,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:11,2015-05-19 17:19:31,
922,228,SalesInvoiceMigration,922,2014.12.922,1,1,,2640000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:12,2015-05-19 17:19:31,
923,228,SalesInvoiceMigration,923,2014.12.923,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:12,2015-05-19 17:19:31,
924,228,SalesInvoiceMigration,924,2014.12.924,1,1,,1848000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:12,2015-05-19 17:19:31,
925,228,SalesInvoiceMigration,925,2014.12.925,1,1,,2640000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:12,2015-05-19 17:19:31,
926,228,SalesInvoiceMigration,926,2014.12.926,1,1,,8652600,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:13,2015-05-19 17:19:31,
927,228,SalesInvoiceMigration,927,2014.12.927,1,1,,7810000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:13,2015-05-19 17:19:31,
928,228,SalesInvoiceMigration,928,2014.12.928,1,1,,3960000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:13,2015-05-19 17:19:31,
929,228,SalesInvoiceMigration,929,2014.12.929,1,1,,5280000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:13,2015-05-19 17:19:31,
930,228,SalesInvoiceMigration,930,2014.12.930,1,1,,7319400,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:14,2015-05-19 17:19:31,
931,228,SalesInvoiceMigration,931,2014.12.931,1,1,,5280000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:14,2015-05-19 17:19:31,
932,228,SalesInvoiceMigration,932,2014.12.932,1,1,,4986300,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:14,2015-05-19 17:19:31,
933,228,SalesInvoiceMigration,933,2014.12.933,1,1,,6306300,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:14,2015-05-19 17:19:31,
934,228,SalesInvoiceMigration,934,2014.12.934,1,1,,2063600,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:15,2015-05-19 17:19:31,
935,228,SalesInvoiceMigration,935,2014.12.935,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:15,2015-05-19 17:19:31,
936,228,SalesInvoiceMigration,936,2014.12.936,1,1,,13096600,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:15,2015-05-19 17:19:31,
937,228,SalesInvoiceMigration,937,2014.12.937,1,1,,4415400,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:16,2015-05-19 17:19:31,
938,228,SalesInvoiceMigration,938,2014.12.938,1,1,,4679400,0,0,True,2015-05-19 16:15:57,False,2014-12-19 12:06:16,2015-05-19 16:15:57,
939,228,SalesInvoiceMigration,939,2014.12.939,1,1,,1320000,0,0,True,2015-05-19 17:19:31,False,2014-12-19 12:06:16,2015-05-19 17:19:31,
940,228,SalesInvoiceMigration,940,2014.12.940,1,1,,2640000,0,0,True,2015-05-19 17:19:32,False,2014-12-19 12:06:16,2015-05-19 17:19:32,
941,228,SalesInvoiceMigration,941,2014.12.941,1,1,,10472000,0,0,True,2015-05-19 17:19:32,False,2014-12-19 12:06:17,2015-05-19 17:19:32,
942,228,SalesInvoiceMigration,942,2014.12.942,1,1,,3671800,0,0,True,2015-05-19 16:15:57,False,2014-12-19 12:06:17,2015-05-19 16:15:57,
943,228,SalesInvoiceMigration,943,2014.12.943,1,1,,2640000,0,0,True,2015-05-19 17:19:32,False,2014-12-19 12:06:17,2015-05-19 17:19:32,
944,228,SalesInvoiceMigration,944,2014.12.944,1,1,,4986300,0,0,True,2015-05-19 16:15:57,False,2014-12-19 12:06:17,2015-05-19 16:15:57,
945,228,SalesInvoiceMigration,945,2014.12.945,1,1,,9988000,0,0,True,2015-05-19 20:19:34,False,2014-12-19 12:06:18,2015-05-19 20:19:34,
946,228,SalesInvoiceMigration,946,2014.12.946,1,1,,5237100,0,0,True,2015-05-20 16:19:09,False,2014-12-19 12:06:18,2015-05-20 16:19:09,
947,228,SalesInvoiceMigration,947,2014.12.947,1,1,,3960000,0,0,True,2015-05-20 16:19:09,False,2014-12-19 12:06:18,2015-05-20 16:19:09,
948,228,SalesInvoiceMigration,948,2014.12.948,1,1,,2654300,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:19,2015-05-20 16:47:35,
949,228,SalesInvoiceMigration,949,2014.12.949,1,1,,9972600,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:19,2015-05-20 16:47:35,
950,228,SalesInvoiceMigration,950,2014.12.950,1,1,,6244700,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:19,2015-05-20 16:47:35,
951,228,SalesInvoiceMigration,951,2014.12.951,1,1,,1320000,0,0,True,2015-05-19 20:19:34,False,2014-12-19 12:06:19,2015-05-19 20:19:34,
952,228,SalesInvoiceMigration,952,2014.12.952,1,1,,3960000,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:20,2015-05-20 16:47:35,
953,228,SalesInvoiceMigration,953,2014.12.953,1,1,,2640000,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:20,2015-05-20 16:47:35,
954,228,SalesInvoiceMigration,954,2014.12.954,1,1,,2640000,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:20,2015-05-20 16:47:35,
955,228,SalesInvoiceMigration,955,2014.12.955,1,1,,1320000,0,0,True,2015-05-20 16:47:35,False,2014-12-19 12:06:20,2015-05-20 16:47:35,
956,228,SalesInvoiceMigration,956,2014.12.956,1,1,,4979700,4979700,0,False,,False,2014-12-19 12:06:21,,
957,228,SalesInvoiceMigration,957,2014.12.957,1,1,,6299700,6299700,0,False,,False,2014-12-19 12:06:21,,
958,355,SalesInvoiceMigration,958,2014.12.958,1,1,,3323100,0,0,True,2015-05-19 17:23:19,False,2014-12-19 12:06:21,2015-05-19 17:23:19,
959,355,SalesInvoiceMigration,959,2014.12.959,1,1,,7860600,0,0,True,2015-05-19 17:23:19,False,2014-12-19 12:06:22,2015-05-19 17:23:19,
960,373,SalesInvoiceMigration,960,2014.12.960,1,1,,6969600,0,0,True,2015-02-10 21:37:06,False,2014-12-19 12:06:22,2015-02-10 21:37:06,
961,373,SalesInvoiceMigration,961,2014.12.961,1,1,,5536190,0,0,True,2015-05-19 15:51:45,False,2014-12-19 12:06:22,2015-05-19 15:51:45,
962,373,SalesInvoiceMigration,962,2014.12.962,1,1,,6969600,0,0,True,2015-05-19 16:50:49,False,2014-12-19 12:06:22,2015-05-19 16:50:49,
963,373,SalesInvoiceMigration,963,2014.12.963,1,1,,4816240,0,0,True,2015-05-19 16:48:42,False,2014-12-19 12:06:23,2015-05-19 16:48:42,
964,313,SalesInvoiceMigration,964,2014.12.964,1,1,,5112800,0,0,True,2015-05-19 15:48:46,False,2014-12-19 12:06:23,2015-05-19 15:48:46,
965,324,SalesInvoiceMigration,965,2014.12.965,1,1,,13597100,13597100,0,False,,False,2014-12-19 12:06:23,,
966,324,SalesInvoiceMigration,966,2014.12.966,1,1,,990000,0,0,True,2015-02-10 20:19:28,False,2014-12-19 12:06:23,2015-02-10 20:19:28,
967,324,SalesInvoiceMigration,967,2014.12.967,1,1,,1034000,0,0,True,2015-02-10 20:17:46,False,2014-12-19 12:06:24,2015-02-10 20:17:46,
968,324,SalesInvoiceMigration,968,2014.12.968,1,1,,3102000,3102000,0,False,,False,2014-12-19 12:06:24,,
969,325,SalesInvoiceMigration,969,2014.12.969,1,1,,16172800,0,0,True,2015-05-24 21:58:59,False,2014-12-19 12:06:24,2015-05-24 21:58:59,
970,150,SalesInvoiceMigration,970,2014.12.970,3,14112.56,,367.31,367.31,0,False,,False,2014-12-19 12:06:25,,
971,150,SalesInvoiceMigration,971,2014.12.971,3,14255.39,,2618.11,2618.11,0,False,,False,2014-12-19 12:06:25,,
972,374,SalesInvoiceMigration,972,2014.12.972,1,1,,19052000,0,0,True,2015-02-10 16:47:42,False,2014-12-19 12:06:25,2015-02-10 16:47:42,
973,216,SalesInvoiceMigration,973,2014.12.973,1,1,,4389000,4389000,0,False,,False,2014-12-19 12:06:25,,
974,216,SalesInvoiceMigration,974,2014.12.974,1,1,,4455000,4455000,0,False,,False,2014-12-19 12:06:26,,
975,30,SalesInvoiceMigration,975,2014.12.975,2,11750,,501.6,501.6,0,False,,False,2014-12-19 12:06:26,,
976,30,SalesInvoiceMigration,976,2014.12.976,2,12172,,501.6,501.6,0,False,,False,2014-12-19 12:06:26,,
977,30,SalesInvoiceMigration,977,2014.12.977,2,12109,,501.6,501.6,0,False,,False,2014-12-19 12:06:27,,
978,298,SalesInvoiceMigration,978,2014.12.978,1,1,,7260000,0,0,True,2015-02-10 17:37:13,False,2014-12-19 12:06:27,2015-02-10 17:37:13,
979,298,SalesInvoiceMigration,979,2014.12.979,1,1,,16830000,0,0,True,2015-05-19 16:26:31,False,2014-12-19 12:06:27,2015-05-19 16:26:31,
980,340,SalesInvoiceMigration,980,2014.12.980,1,1,,5390000,5390000,0,False,,False,2014-12-19 12:06:27,,
981,340,SalesInvoiceMigration,981,2014.12.981,1,1,,2794000,2794000,0,False,,False,2014-12-19 12:06:28,,
982,340,SalesInvoiceMigration,982,2014.12.982,1,1,,2860000,2860000,0,False,,False,2014-12-19 12:06:28,,
983,340,SalesInvoiceMigration,983,2014.12.983,1,1,,1408000,1408000,0,False,,False,2014-12-19 12:06:28,,
984,340,SalesInvoiceMigration,984,2014.12.984,1,1,,2327999.3,2327999.3,0,False,,False,2014-12-19 12:06:29,,
985,340,SalesInvoiceMigration,985,2014.12.985,1,1,,2728000,2728000,0,False,,False,2014-12-19 12:06:29,,
986,340,SalesInvoiceMigration,986,2014.12.986,1,1,,1364000,1364000,0,False,,False,2014-12-19 12:06:29,,
987,340,SalesInvoiceMigration,987,2014.12.987,1,1,,2728000,2728000,0,False,,False,2014-12-19 12:06:29,,
988,340,SalesInvoiceMigration,988,2014.12.988,1,1,,2442000,2442000,0,False,,False,2014-12-19 12:06:30,,
989,163,SalesInvoiceMigration,989,2014.12.989,3,15224.36,,1658.39,1658.39,0,False,,False,2014-12-19 12:06:30,,
990,163,SalesInvoiceMigration,990,2014.12.990,3,15243.57,,1367.39,1367.39,0,False,,False,2014-12-19 12:06:30,,
991,952,SalesInvoiceMigration,991,2014.12.991,2,12148,,1155,1155,0,False,,False,2014-12-19 12:06:31,,
992,1161,SalesInvoiceMigration,992,2014.12.992,2,11694,,780.34,70.94,0,False,,False,2014-12-19 12:06:31,2015-02-12 15:56:07,
993,1161,SalesInvoiceMigration,993,2014.12.993,1,1,,45820500,0,0,True,2015-05-19 21:47:12,False,2014-12-19 12:06:31,2015-05-19 21:47:12,
994,1161,SalesInvoiceMigration,994,2014.12.994,2,12168,,109.34,109.34,0,False,,False,2014-12-19 12:06:31,,
995,1161,SalesInvoiceMigration,995,2014.12.995,1,1,,10629300,10629300,0,False,,False,2014-12-19 12:06:32,,
996,1161,SalesInvoiceMigration,996,2014.12.996,2,12158,,1334.08,1334.08,0,False,,False,2014-12-19 12:06:32,,
997,1161,SalesInvoiceMigration,997,2014.12.997,2,12158,,109.34,109.34,0,False,,False,2014-12-19 12:06:32,,
998,1161,SalesInvoiceMigration,998,2014.12.998,2,12158,,98.12,98.12,0,False,,False,2014-12-19 12:06:33,,
999,1162,SalesInvoiceMigration,999,2014.12.999,1,1,,6740910,6740910,0,False,,False,2014-12-19 12:06:33,,
1000,1162,SalesInvoiceMigration,1000,2014.12.1000,2,12210,,1946.21,176.93,0,False,,False,2014-12-19 12:06:33,2015-02-11 23:05:22,
1001,1162,SalesInvoiceMigration,1001,2014.12.1001,1,1,,3537072,3537072,0,False,,False,2014-12-19 12:06:34,,
1002,1162,SalesInvoiceMigration,1002,2014.12.1002,2,12158,,399.96,399.96,0,False,,False,2014-12-19 12:06:34,,
1003,1163,SalesInvoiceMigration,1003,2014.12.1003,1,1,,1418248.32,1418248.32,0,False,,False,2014-12-19 12:06:34,,
1004,1163,SalesInvoiceMigration,1004,2014.12.1004,1,1,,11184800,11184800,0,False,,False,2014-12-19 12:06:34,,
1005,1163,SalesInvoiceMigration,1005,2014.12.1005,2,11694,,1342,122,0,False,,False,2014-12-19 12:06:35,2015-02-12 15:57:33,
1006,1163,SalesInvoiceMigration,1006,2014.12.1006,2,11750,,2519.09,229.01,0,False,,False,2014-12-19 12:06:35,2015-02-12 17:08:56,
1007,1163,SalesInvoiceMigration,1007,2014.12.1007,2,11750,,2013,183,0,False,,False,2014-12-19 12:06:35,2015-02-12 17:08:56,
1008,1163,SalesInvoiceMigration,1008,2014.12.1008,1,1,,10639200,10639200,0,False,,False,2014-12-19 12:06:36,,
1009,1163,SalesInvoiceMigration,1009,2014.12.1009,2,11824,,83.88,83.88,0,False,,False,2014-12-19 12:06:36,,
1010,1163,SalesInvoiceMigration,1010,2014.12.1010,1,1,,12751200,12751200,0,False,,False,2014-12-19 12:06:36,,
1011,1163,SalesInvoiceMigration,1011,2014.12.1011,2,11824,,2534.75,230.43,0,False,,False,2014-12-19 12:06:36,2015-02-12 17:08:56,
1012,1163,SalesInvoiceMigration,1012,2014.12.1012,2,11824,,800.45,72.77,0,False,,False,2014-12-19 12:06:37,2015-02-12 17:08:56,
1013,1163,SalesInvoiceMigration,1013,2014.12.1013,2,11973,,2668.16,242.56,0,False,,False,2014-12-19 12:06:37,2015-02-12 17:08:56,
1014,1163,SalesInvoiceMigration,1014,2014.12.1014,2,12020,,79.99,79.99,0,False,,False,2014-12-19 12:06:37,,
1015,1163,SalesInvoiceMigration,1015,2014.12.1015,2,12020,,1342,1342,0,False,,False,2014-12-19 12:06:38,,
1016,1163,SalesInvoiceMigration,1016,2014.12.1016,1,1,,23597200,23597200,0,False,,False,2014-12-19 12:06:38,,
1017,1163,SalesInvoiceMigration,1017,2014.12.1017,1,1,,23233100,23233100,0,False,,False,2014-12-19 12:06:38,,
1018,1163,SalesInvoiceMigration,1018,2014.12.1018,1,1,,26742100,26742100,0,False,,False,2014-12-19 12:06:39,,
1019,1163,SalesInvoiceMigration,1019,2014.12.1019,2,12168,,1334.08,1334.08,0,False,,False,2014-12-19 12:06:39,,
1020,1163,SalesInvoiceMigration,1020,2014.12.1020,2,12168,,647.46,647.46,0,False,,False,2014-12-19 12:06:39,,
1021,1163,SalesInvoiceMigration,1021,2014.12.1021,2,12038,,671,671,0,False,,False,2014-12-19 12:06:39,,
1022,1163,SalesInvoiceMigration,1022,2014.12.1022,2,12109,,671,671,0,False,,False,2014-12-19 12:06:40,,
1023,1167,SalesInvoiceMigration,1023,2014.12.1023,1,1,,7924400,0,0,True,2015-02-11 14:28:37,False,2014-12-19 12:06:40,2015-02-11 14:28:37,
1024,1167,SalesInvoiceMigration,1024,2014.12.1024,1,1,,5350400,0,0,True,2015-02-11 14:28:37,False,2014-12-19 12:06:40,2015-02-11 14:28:37,
1025,1167,SalesInvoiceMigration,1025,2014.12.1025,2,11694,,671,61,0,False,,False,2014-12-19 12:06:41,2015-02-12 16:02:27,
1026,1167,SalesInvoiceMigration,1026,2014.12.1026,2,11694,,4648.51,422.59,0,False,,False,2014-12-19 12:06:41,2015-02-12 16:02:27,
1027,1167,SalesInvoiceMigration,1027,2014.12.1027,2,11824,,1316.92,119.72,0,False,,False,2014-12-19 12:06:41,2015-02-12 16:02:27,
1028,1167,SalesInvoiceMigration,1028,2014.12.1028,2,11824,,750.99,68.27,0,False,,False,2014-12-19 12:06:42,2015-02-12 16:02:27,
1029,1167,SalesInvoiceMigration,1029,2014.12.1029,2,12210,,1342,1342,0,False,,False,2014-12-19 12:06:42,,
1030,1167,SalesInvoiceMigration,1030,2014.12.1030,1,1,,34929400,34929400,0,False,,False,2014-12-19 12:06:42,,
1031,1167,SalesInvoiceMigration,1031,2014.12.1031,1,1,,5409800,5409800,0,False,,False,2014-12-19 12:06:42,,
1032,1167,SalesInvoiceMigration,1032,2014.12.1032,2,12038,,1640.05,1640.05,0,False,,False,2014-12-19 12:06:43,,
1033,1167,SalesInvoiceMigration,1033,2014.12.1033,2,12206,,1185.23,1185.23,0,False,,False,2014-12-19 12:06:43,,
1034,1167,SalesInvoiceMigration,1034,2014.12.1034,2,12158,,131.69,131.69,0,False,,False,2014-12-19 12:06:43,,
1035,1164,SalesInvoiceMigration,1035,2014.12.1035,2,11694,,2013,183,0,False,,False,2014-12-19 12:06:44,2015-02-12 16:00:21,
1036,1164,SalesInvoiceMigration,1036,2014.12.1036,1,1,,21529200,21529200,0,False,,False,2014-12-19 12:06:44,,
1037,1164,SalesInvoiceMigration,1037,2014.12.1037,2,11696,,3944.05,358.55,0,False,,False,2014-12-19 12:06:44,2015-02-12 16:00:21,
1038,1164,SalesInvoiceMigration,1038,2014.12.1038,1,1,,14192200,14192200,0,False,,False,2014-12-19 12:06:45,,
1039,1164,SalesInvoiceMigration,1039,2014.12.1039,2,11973,,2724.59,247.69,0,False,,False,2014-12-19 12:06:45,2015-02-12 17:10:16,
1040,1164,SalesInvoiceMigration,1040,2014.12.1040,2,12020,,5648.34,5648.34,0,False,,False,2014-12-19 12:06:45,,
1041,1164,SalesInvoiceMigration,1041,2014.12.1041,2,12038,,159.98,159.98,0,False,,False,2014-12-19 12:06:46,,
1042,1164,SalesInvoiceMigration,1042,2014.12.1042,2,12038,,1033.29,1033.29,0,False,,False,2014-12-19 12:06:46,,
1043,1164,SalesInvoiceMigration,1043,2014.12.1043,2,12109,,3355,3355,0,False,,False,2014-12-19 12:06:46,,
1044,1164,SalesInvoiceMigration,1044,2014.12.1044,1,1,,24330900,24330900,0,False,,False,2014-12-19 12:06:47,,
1045,1164,SalesInvoiceMigration,1045,2014.12.1045,1,1,,11398200,0,0,True,2015-05-20 20:40:52,False,2014-12-19 12:06:47,2015-05-20 20:40:52,
1046,1165,SalesInvoiceMigration,1046,2014.12.1046,2,11694,,335.94,30.54,0,False,,False,2014-12-19 12:06:47,2015-02-12 16:04:03,
1047,1165,SalesInvoiceMigration,1047,2014.12.1047,2,11973,,671,671,0,False,,False,2014-12-19 12:06:48,,
1048,1165,SalesInvoiceMigration,1048,2014.12.1048,2,11973,,223.96,223.96,0,False,,False,2014-12-19 12:06:48,,
1049,1165,SalesInvoiceMigration,1049,2014.12.1049,2,12210,,335.94,335.94,0,False,,False,2014-12-19 12:06:48,,
1050,1165,SalesInvoiceMigration,1050,2014.12.1050,2,12109,,671,671,0,False,,False,2014-12-19 12:06:49,,
1051,169,SalesInvoiceMigration,1051,2014.12.1051,1,1,,16066050,16066050,0,False,,False,2014-12-19 12:06:49,,
1052,169,SalesInvoiceMigration,1052,2014.12.1052,1,1,,1426668,1426668,0,False,,False,2014-12-19 12:06:49,,
1053,169,SalesInvoiceMigration,1053,2014.12.1053,1,1,,85053.31,0,0,True,2015-02-10 16:35:00,False,2014-12-19 12:06:50,2015-02-10 16:35:00,
1054,169,SalesInvoiceMigration,1054,2014.12.1054,1,1,,839585.66,839585.66,0,False,,False,2014-12-19 12:06:50,,
1055,169,SalesInvoiceMigration,1055,2014.12.1055,1,1,,51231400,51231400,0,False,,False,2014-12-19 12:06:50,,
1056,169,SalesInvoiceMigration,1056,2014.12.1056,1,1,,32962600,32962600,0,False,,False,2014-12-19 12:06:51,,
1057,169,SalesInvoiceMigration,1057,2014.12.1057,1,1,,5072964.56,5072964.56,0,False,,False,2014-12-19 12:06:51,,
1058,169,SalesInvoiceMigration,1058,2014.12.1058,1,1,,547138.88,547138.88,0,False,,False,2014-12-19 12:06:51,,
1059,169,SalesInvoiceMigration,1059,2014.12.1059,1,1,,3583750,3583750,0,False,,False,2014-12-19 12:06:52,,
1060,169,SalesInvoiceMigration,1060,2014.12.1060,1,1,,2885056,2885056,0,False,,False,2014-12-19 12:06:52,,
1061,169,SalesInvoiceMigration,1061,2014.12.1061,1,1,,489158.88,489158.88,0,False,,False,2014-12-19 12:06:52,,
1062,169,SalesInvoiceMigration,1062,2014.12.1062,2,12020,,1116.46,1116.46,0,False,,False,2014-12-19 12:06:53,,
1063,169,SalesInvoiceMigration,1063,2014.12.1063,2,12020,,3355,3355,0,False,,False,2014-12-19 12:06:53,,
1064,169,SalesInvoiceMigration,1064,2014.12.1064,2,12020,,3355,3355,0,False,,False,2014-12-19 12:06:53,,
1065,169,SalesInvoiceMigration,1065,2014.12.1065,1,1,,50410800,50410800,0,False,,False,2014-12-19 12:06:54,,
1066,169,SalesInvoiceMigration,1066,2014.12.1066,2,12172,,1316.04,1316.04,0,False,,False,2014-12-19 12:06:54,,
1067,169,SalesInvoiceMigration,1067,2014.12.1067,2,12172.03,,2026.37,2026.37,0,False,,False,2014-12-19 12:06:54,,
1068,169,SalesInvoiceMigration,1068,2014.12.1068,2,12168,,4026,4026,0,False,,False,2014-12-19 12:06:55,,
1069,169,SalesInvoiceMigration,1069,2014.12.1069,1,1,,7671400,7671400,0,False,,False,2014-12-19 12:06:55,,
1070,169,SalesInvoiceMigration,1070,2014.12.1070,2,12168,,1235.85,1235.85,0,False,,False,2014-12-19 12:06:55,,
1071,169,SalesInvoiceMigration,1071,2014.12.1071,2,12168,,131.6,131.6,0,False,,False,2014-12-19 12:06:56,,
1072,169,SalesInvoiceMigration,1072,2014.12.1072,1,1,,16863000,16863000,0,False,,False,2014-12-19 12:06:56,,
1073,169,SalesInvoiceMigration,1073,2014.12.1073,2,12038,,677.75,677.75,0,False,,False,2014-12-19 12:06:56,,
1074,169,SalesInvoiceMigration,1074,2014.12.1074,2,12038,,1184.44,1184.44,0,False,,False,2014-12-19 12:06:56,,
