Id,NomorSurat,ContactId,CurrencyId,Rate,AmountReceivable,Tax,DPP,InvoiceDate,CreatedAt,UpdatedAt,DeletedAt
275,002.14.87583068,255,1,1,858000,85800,772200,2014-09-05,2014-12-19 12:04:13,,
276,002.14.87583083,255,1,1,27390000,2739000,24651000,2014-09-08,2014-12-19 12:04:13,,
277,002.14.87583084,255,1,1,45465200,4546520,40918680,2014-09-08,2014-12-19 12:04:13,,
278,002.14.87583098,255,1,1,3696000,369600,3326400,2014-09-09,2014-12-19 12:04:13,,
279,002.14.87583099,255,1,1,1672000,167200,1504800,2014-09-09,2014-12-19 12:04:13,,
280,002.14.87583108,255,1,1,15290000,1529000,13761000,2014-09-10,2014-12-19 12:04:13,,
281,002.14.87583109,255,1,1,739200,73920,665280,2014-09-10,2014-12-19 12:04:13,,
282,002.14.87583110,255,1,1,3036000,303600,2732400,2014-09-10,2014-12-19 12:04:14,,
283,002.14.87583111,255,1,1,9570000,957000,8613000,2014-09-10,2014-12-19 12:04:14,,
284,002.14.87583115,255,1,1,3538700,353870,3184830,2014-09-10,2014-12-19 12:04:14,,
285,002.14.87583116,255,1,1,20606300,2060630,18545670,2014-09-10,2014-12-19 12:04:14,,
286,002.14.87583123,255,1,1,6756200,675620,6080580,2014-09-11,2014-12-19 12:04:14,,
287,002.14.87583124,255,1,1,8360000,836000,7524000,2014-09-11,2014-12-19 12:04:14,,
288,002.14.87583127,255,1,1,34930500,3493050,31437450,2014-09-11,2014-12-19 12:04:14,,
289,002.14.87583158,255,1,1,739200,73920,665280,2014-09-12,2014-12-19 12:04:14,,
290,002.14.87583159,255,1,1,3603600,360360,3243240,2014-09-12,2014-12-19 12:04:14,,
291,002.14.87583160,255,1,1,880000,88000,792000,2014-09-12,2014-12-19 12:04:14,,
292,002.14.87583161,255,1,1,2468400,246840,2221560,2014-09-12,2014-12-19 12:04:14,,
293,002.14.87583162,255,1,1,2340800,234080,2106720,2014-09-12,2014-12-19 12:04:15,,
294,002.14.87583163,255,1,1,3903900,390390,3513510,2014-09-12,2014-12-19 12:04:15,,
295,002.14.87583164,255,1,1,3792800,379280,3413520,2014-09-12,2014-12-19 12:04:15,,
296,002.14.87583165,255,1,1,65595200,6559520,59035680,2014-09-12,2014-12-19 12:04:15,,
297,002.14.87583166,255,1,1,1716000,171600,1544400,2014-09-12,2014-12-19 12:04:15,,
298,002.14.87583167,255,1,1,1478400,147840,1330560,2014-09-12,2014-12-19 12:04:15,,
299,002.14.87583171,255,1,1,31482000,3148200,28333800,2014-09-15,2014-12-19 12:04:15,,
300,002.14.87583172,255,1,1,526900,52690,474210,2014-09-15,2014-12-19 12:04:15,,
301,002.14.87583191,255,1,1,3062400,306240,2756160,2014-09-16,2014-12-19 12:04:15,,
302,002.14.87583216,255,1,1,14866500,1486650,13379850,2014-09-17,2014-12-19 12:04:16,,
303,002.14.87583217,255,1,1,18700000,1870000,16830000,2014-09-17,2014-12-19 12:04:16,,
304,002.14.87583218,255,1,1,1804000,180400,1623600,2014-09-17,2014-12-19 12:04:16,,
305,002.14.87583219,255,1,1,5761800,576180,5185620,2014-09-17,2014-12-19 12:04:16,,
306,002.14.87583220,255,1,1,23733600,2373360,21360240,2014-09-17,2014-12-19 12:04:16,,
307,002.14.87583225,255,1,1,20680000,2068000,18612000,2014-09-18,2014-12-19 12:04:16,,
308,002.14.87583226,255,1,1,8852800,885280,7967520,2014-09-18,2014-12-19 12:04:16,,
309,002.14.87583227,255,1,1,3421000,342100,3078900,2014-09-18,2014-12-19 12:04:16,,
310,002.14.87583228,255,1,1,7617500,761750,6855750,2014-09-18,2014-12-19 12:04:16,,
311,002.14.87583229,255,1,1,5500000,550000,4950000,2014-09-18,2014-12-19 12:04:16,,
312,002.14.87583230,255,1,1,3636600,363660,3272940,2014-09-18,2014-12-19 12:04:17,,
313,002.14.87583251,255,1,1,11440000,1144000,10296000,2014-09-19,2014-12-19 12:04:17,,
314,002.14.87583252,255,1,1,10348800,1034880,9313920,2014-09-19,2014-12-19 12:04:17,,
315,002.14.87583253,255,1,1,1856800,185680,1671120,2014-09-19,2014-12-19 12:04:17,,
316,002.14.87583257,255,1,1,4620000,462000,4158000,2014-09-19,2014-12-19 12:04:17,,
317,002.14.87583258,255,1,1,3999600,399960,3599640,2014-09-19,2014-12-19 12:04:17,,
318,002.14.87583259,255,1,1,16804700,1680470,15124230,2014-09-19,2014-12-19 12:04:17,,
319,002.14.87583267,255,1,1,21771200,2177120,19594080,2014-09-22,2014-12-19 12:04:17,,
320,002.14.87583288,255,1,1,5200800,520080,4680720,2014-09-23,2014-12-19 12:04:17,,
321,002.14.87583289,255,1,1,2552000,255200,2296800,2014-09-23,2014-12-19 12:04:18,,
322,002.14.87583290,255,1,1,11949300,1194930,10754370,2014-09-23,2014-12-19 12:04:18,,
323,002.14.87583299,255,1,1,8580000,858000,7722000,2014-09-24,2014-12-19 12:04:18,,
324,002.14.87583312,255,1,1,14300000,1430000,12870000,2014-09-25,2014-12-19 12:04:18,,
325,002.14.87583313,255,1,1,4477000,447700,4029300,2014-09-25,2014-12-19 12:04:18,,
326,002.14.87583314,255,1,1,770000,77000,693000,2014-09-25,2014-12-19 12:04:18,,
327,002.14.87583315,255,1,1,3718000,371800,3346200,2014-09-25,2014-12-19 12:04:18,,
328,002.14.87583316,255,1,1,7900200,790020,7110180,2014-09-25,2014-12-19 12:04:18,,
329,002.14.87583317,255,1,1,3762000,376200,3385800,2014-09-25,2014-12-19 12:04:18,,
330,002.14.87583318,255,1,1,259600,25960,233640,2014-09-25,2014-12-19 12:04:19,,
331,002.14.87583320,255,1,1,22862400,2286240,20576160,2014-09-25,2014-12-19 12:04:19,,
332,002.14.87583321,255,1,1,31570000,3157000,28413000,2014-09-25,2014-12-19 12:04:19,,
333,002.14.87583336,255,1,1,11440000,1144000,10296000,2014-09-26,2014-12-19 12:04:19,,
334,002.14.87583343,255,1,1,3071200,307120,2764080,2014-09-26,2014-12-19 12:04:19,,
335,002.14.87583346,255,1,1,11440000,1144000,10296000,2014-09-26,2014-12-19 12:04:19,,
336,002.14.87583354,255,1,1,2384800,238480,2146320,2014-09-29,2014-12-19 12:04:19,,
337,002.14.87583355,255,1,1,198000,19800,178200,2014-09-29,2014-12-19 12:04:19,,
338,002.14.87583359,255,1,1,1804000,180400,1623600,2014-09-29,2014-12-19 12:04:19,,
339,002.14.87583360,255,1,1,1804000,180400,1623600,2014-09-29,2014-12-19 12:04:20,,
340,002.14.87583375,255,1,1,9108000,910800,8197200,2014-09-30,2014-12-19 12:04:20,,
341,002.14.87583376,255,1,1,4620000,462000,4158000,2014-09-30,2014-12-19 12:04:20,,
342,002.14.87583377,255,1,1,4895000,489500,4405500,2014-09-30,2014-12-19 12:04:20,,
343,002.14.87583378,255,1,1,21743700,2174370,19569330,2014-09-30,2014-12-19 12:04:20,,
344,002.14.87583382,255,1,1,2310000,231000,2079000,2014-09-30,2014-12-19 12:04:20,,
345,002.14.87583383,255,1,1,11145200,1114520,10030680,2014-09-30,2014-12-19 12:04:20,,
346,002.14.87583404,255,1,1,6098400,609840,5488560,2014-10-01,2014-12-19 12:04:20,,
347,002.14.87583408,255,1,1,34267200,3426720,30840480,2014-10-01,2014-12-19 12:04:20,,
348,002.14.87583413,255,1,1,19505200,1950520,17554680,2014-10-02,2014-12-19 12:04:20,,
349,002.14.87583414,255,1,1,3762000,376200,3385800,2014-10-02,2014-12-19 12:04:21,,
350,002.14.87583417,255,1,1,6869500,686950,6182550,2014-10-02,2014-12-19 12:04:21,,
351,002.14.87583422,255,1,1,4444000,444400,3999600,2014-10-02,2014-12-19 12:04:21,,
352,002.14.87583424,255,1,1,10554500,1055450,9499050,2014-10-02,2014-12-19 12:04:21,,
353,002.14.87583425,255,1,1,4444000,444400,3999600,2014-10-02,2014-12-19 12:04:21,,
354,002.14.87583445,255,1,1,11636900,1163690,10473210,2014-10-03,2014-12-19 12:04:21,,
355,002.14.87583446,255,1,1,7480000,748000,6732000,2014-10-03,2014-12-19 12:04:21,,
356,002.14.87583455,255,1,1,4184400,418440,3765960,2014-10-06,2014-12-19 12:04:21,,
357,002.14.87583478,255,1,1,11932800,1193280,10739520,2014-10-07,2014-12-19 12:04:21,,
358,002.14.87583479,255,1,1,858000,85800,772200,2014-10-07,2014-12-19 12:04:22,,
359,002.14.87583480,255,1,1,13860000,1386000,12474000,2014-10-07,2014-12-19 12:04:22,,
360,002.14.87583481,255,1,1,2024000,202400,1821600,2014-10-07,2014-12-19 12:04:22,,
361,002.14.87583482,255,1,1,17100600,1710060,15390540,2014-10-07,2014-12-19 12:04:22,,
362,002.14.87583483,255,1,1,36652000,3665200,32986800,2014-10-07,2014-12-19 12:04:22,,
363,002.14.87583484,255,1,1,1072500,107250,965250,2014-10-07,2014-12-19 12:04:22,,
364,002.14.87583493,255,1,1,1012000,101200,910800,2014-10-08,2014-12-19 12:04:22,,
365,002.14.87583495,255,1,1,9785600,978560,8807040,2014-10-08,2014-12-19 12:04:22,,
366,002.14.87583496,255,1,1,9680000,968000,8712000,2014-10-08,2014-12-19 12:04:23,,
367,002.14.87583508,255,1,1,2739000,273900,2465100,2014-10-09,2014-12-19 12:04:23,,
368,002.14.87583509,255,1,1,968000,96800,871200,2014-10-09,2014-12-19 12:04:23,,
369,002.14.87583510,255,1,1,4422000,442200,3979800,2014-10-09,2014-12-19 12:04:23,,
370,002.14.87583511,255,1,1,35165900,3516590,31649310,2014-10-09,2014-12-19 12:04:23,,
371,002.14.87583535,255,1,1,17820000,1782000,16038000,2014-10-10,2014-12-19 12:04:23,,
372,002.14.87583548,255,1,1,5060000,506000,4554000,2014-10-10,2014-12-19 12:04:23,,
373,002.14.87583549,255,1,1,3850000,385000,3465000,2014-10-10,2014-12-19 12:04:23,,
374,002.14.87583550,255,1,1,2171400,217140,1954260,2014-10-10,2014-12-19 12:04:23,,
375,002.14.87583552,255,1,1,3801600,380160,3421440,2014-10-10,2014-12-19 12:04:24,,
376,002.14.87583553,255,1,1,44504900,4450490,40054410,2014-10-10,2014-12-19 12:04:24,,
377,002.14.87583557,255,1,1,3641000,364100,3276900,2014-10-13,2014-12-19 12:04:24,,
378,002.14.87583558,255,1,1,6781500,678150,6103350,2014-10-13,2014-12-19 12:04:24,,
379,002.14.87583560,255,1,1,8525000,852500,7672500,2014-10-13,2014-12-19 12:04:24,,
380,002.14.87583562,255,1,1,8580000,858000,7722000,2014-10-13,2014-12-19 12:04:24,,
381,002.14.87583581,255,1,1,64829600,6482960,58346640,2014-10-14,2014-12-19 12:04:24,,
382,002.14.87583582,255,1,1,3225200,322520,2902680,2014-10-14,2014-12-19 12:04:24,,
383,002.14.87583583,255,1,1,1452000,145200,1306800,2014-10-14,2014-12-19 12:04:25,,
384,002.14.87583584,255,1,1,9407200,940720,8466480,2014-10-14,2014-12-19 12:04:25,,
385,002.14.87583585,255,1,1,9808700,980870,8827830,2014-10-14,2014-12-19 12:04:25,,
386,002.14.87583594,255,1,1,2024000,202400,1821600,2014-10-15,2014-12-19 12:04:25,,
387,002.14.87583595,255,1,1,726000,72600,653400,2014-10-15,2014-12-19 12:04:25,,
388,002.14.87583596,255,1,1,5060000,506000,4554000,2014-10-15,2014-12-19 12:04:25,,
389,002.14.87583608,255,1,1,6727600,672760,6054840,2014-10-16,2014-12-19 12:04:25,,
390,002.14.87583609,255,1,1,1974500,197450,1777050,2014-10-16,2014-12-19 12:04:25,,
391,002.14.87583621,255,1,1,25921500,2592150,23329350,2014-10-17,2014-12-19 12:04:26,,
392,002.14.87583627,255,1,1,38500000,3850000,34650000,2014-10-17,2014-12-19 12:04:26,,
393,002.14.87583629,255,1,1,2024000,202400,1821600,2014-10-17,2014-12-19 12:04:26,,
394,002.14.87583634,255,1,1,9680000,968000,8712000,2014-10-20,2014-12-19 12:04:26,,
395,002.14.87583636,255,1,1,2046000,204600,1841400,2014-10-20,2014-12-19 12:04:26,,
396,002.14.87583640,255,1,1,14829100,1482910,13346190,2014-10-20,2014-12-19 12:04:26,,
397,002.14.87583653,255,1,1,3564000,356400,3207600,2014-10-21,2014-12-19 12:04:26,,
398,002.14.87583654,255,1,1,1012000,101200,910800,2014-10-21,2014-12-19 12:04:27,,
399,002.14.87583666,255,1,1,21450000,2145000,19305000,2014-10-21,2014-12-19 12:04:27,,
400,002.14.87583670,255,1,1,12760000,1276000,11484000,2014-10-21,2014-12-19 12:04:27,,
401,002.14.87583675,255,1,1,2024000,202400,1821600,2014-10-22,2014-12-19 12:04:27,,
402,002.14.87583686,255,1,1,10554500,1055450,9499050,2014-10-23,2014-12-19 12:04:27,,
403,002.14.87583687,255,1,1,5060000,506000,4554000,2014-10-23,2014-12-19 12:04:27,,
404,002.14.87583688,255,1,1,15422000,1542200,13879800,2014-10-23,2014-12-19 12:04:27,,
405,002.14.87583715,255,1,1,4290000,429000,3861000,2014-10-24,2014-12-19 12:04:28,,
406,002.14.87583716,255,1,1,5060000,506000,4554000,2014-10-24,2014-12-19 12:04:28,,
407,002.14.87583717,255,1,1,7700000,770000,6930000,2014-10-24,2014-12-19 12:04:28,,
408,002.14.87583718,255,1,1,8140000,814000,7326000,2014-10-24,2014-12-19 12:04:28,,
409,002.14.87583719,255,1,1,6725400,672540,6052860,2014-10-24,2014-12-19 12:04:28,,
410,002.14.87583741,255,1,1,83468000,8346800,75121200,2014-10-27,2014-12-19 12:04:28,,
411,002.14.87583742,255,1,1,9407200,940720,8466480,2014-10-27,2014-12-19 12:04:28,,
412,002.14.87583761,255,1,1,1936000,193600,1742400,2014-10-28,2014-12-19 12:04:28,,
413,002.14.87583762,255,1,1,1023000,102300,920700,2014-10-28,2014-12-19 12:04:29,,
414,002.14.87583770,255,1,1,1012000,101200,910800,2014-10-29,2014-12-19 12:04:29,,
415,002.14.87583771,255,1,1,1144000,114400,1029600,2014-10-29,2014-12-19 12:04:29,,
416,002.14.87583772,255,1,1,1012000,101200,910800,2014-10-29,2014-12-19 12:04:29,,
417,002.14.87583776,255,1,1,1914000,191400,1722600,2014-10-29,2014-12-19 12:04:29,,
418,002.14.87583777,255,1,1,26510000,2651000,23859000,2014-10-29,2014-12-19 12:04:29,,
419,002.14.87583790,255,1,1,1974500,197450,1777050,2014-10-30,2014-12-19 12:04:29,,
420,002.14.87583791,255,1,1,1399200,139920,1259280,2014-10-30,2014-12-19 12:04:30,,
421,002.14.87583792,255,1,1,5979600,597960,5381640,2014-10-30,2014-12-19 12:04:30,,
422,002.14.87583797,255,1,1,11220000,1122000,10098000,2014-10-30,2014-12-19 12:04:30,,
423,002.14.87583824,255,1,1,12760000,1276000,11484000,2014-10-31,2014-12-19 12:04:30,,
424,002.14.87583825,255,1,1,14786200,1478620,13307580,2014-10-31,2014-12-19 12:04:30,,
425,002.14.87583826,255,1,1,8140000,814000,7326000,2014-10-31,2014-12-19 12:04:30,,
426,002.14.87583827,255,1,1,53292800,5329280,47963520,2014-10-31,2014-12-19 12:04:30,,
427,002.14.87583834,255,1,1,2200000,220000,1980000,2014-10-31,2014-12-19 12:04:30,,
428,002.14.87583836,255,1,1,30947400,3094740,27852660,2014-10-31,2014-12-19 12:04:31,,
429,002.14.87583842,255,1,1,16019960,1601996,14417964,2014-11-03,2014-12-19 12:04:31,,
430,002.14.87583843,255,1,1,4494050,449405,4044645,2014-11-03,2014-12-19 12:04:31,,
431,002.14.87583844,255,1,1,7099620,709962,6389658,2014-11-03,2014-12-19 12:04:31,,
432,002.14.87583850,255,1,1,5051750,505175,4546575,2014-11-03,2014-12-19 12:04:31,,
433,002.14.87583875,255,1,1,3597000,359700,3237300,2014-11-04,2014-12-19 12:04:31,,
434,002.14.87583876,255,1,1,7691530,769153,6922377,2014-11-04,2014-12-19 12:04:31,,
435,002.14.87583877,255,1,1,10629520,1062952,9566568,2014-11-04,2014-12-19 12:04:32,,
436,002.14.87583878,255,1,1,10613680,1061368,9552312,2014-11-04,2014-12-19 12:04:32,,
437,002.14.87583886,255,1,1,2552000,255200,2296800,2014-11-05,2014-12-19 12:04:32,,
438,002.14.87583887,255,1,1,861960,86196,775764,2014-11-05,2014-12-19 12:04:32,,
439,002.14.87583888,255,1,1,1429560,142956,1286604,2014-11-05,2014-12-19 12:04:32,,
440,002.14.87583889,255,1,1,11832700,1183270,10649430,2014-11-05,2014-12-19 12:04:32,,
441,002.14.87583890,255,1,1,8616080,861608,7754472,2014-11-05,2014-12-19 12:04:32,,
442,002.14.87583891,255,1,1,1007600,100760,906840,2014-11-05,2014-12-19 12:04:33,,
443,002.14.87583892,255,1,1,41156500,4115650,37040850,2014-11-05,2014-12-19 12:04:33,,
444,002.14.87583893,255,1,1,10820700,1082070,9738630,2014-11-05,2014-12-19 12:04:33,,
445,002.14.87583904,255,1,1,3168000,316800,2851200,2014-11-05,2014-12-19 12:04:33,,
446,002.14.87583915,255,1,1,4318820,431882,3886938,2014-11-06,2014-12-19 12:04:33,,
447,002.14.87583916,255,1,1,5148000,514800,4633200,2014-11-06,2014-12-19 12:04:33,,
448,002.14.87583917,255,1,1,4369200,436920,3932280,2014-11-06,2014-12-19 12:04:33,,
449,002.14.87583918,255,1,1,22247060,2224706,20022354,2014-11-06,2014-12-19 12:04:34,,
450,002.14.87583919,255,1,1,12232000,1223200,11008800,2014-11-06,2014-12-19 12:04:34,,
451,002.14.87583932,255,1,1,5060000,506000,4554000,2014-11-07,2014-12-19 12:04:34,,
452,002.14.87583933,255,1,1,2024000,202400,1821600,2014-11-07,2014-12-19 12:04:34,,
453,002.14.87583934,255,1,1,11924000,1192400,10731600,2014-11-07,2014-12-19 12:04:34,,
454,002.14.87583935,255,1,1,13163480,1316348,11847132,2014-11-07,2014-12-19 12:04:34,,
455,002.14.87583944,255,1,1,3394380,339438,3054942,2014-11-07,2014-12-19 12:04:34,,
456,002.14.87583950,255,1,1,5148000,514800,4633200,2014-11-10,2014-12-19 12:04:34,,
457,002.14.87583951,255,1,1,4229500,422950,3806550,2014-11-10,2014-12-19 12:04:35,,
458,002.14.87583952,255,1,1,9406320,940632,8465688,2014-11-10,2014-12-19 12:04:35,,
459,002.14.87583953,255,1,1,5962000,596200,5365800,2014-11-10,2014-12-19 12:04:35,,
460,002.14.87583955,255,1,1,2585000,258500,2326500,2014-11-10,2014-12-19 12:04:35,,
461,002.14.87583965,255,1,1,8254730,825473,7429257,2014-11-11,2014-12-19 12:04:35,,
462,002.14.87583974,255,1,1,56040864,5604086.4,50436777.6,2014-11-11,2014-12-19 12:04:35,,
463,002.14.87583975,255,1,1,5995000,599500,5395500,2014-11-11,2014-12-19 12:04:36,,
464,002.14.87583976,255,1,1,23100000,2310000,20790000,2014-11-11,2014-12-19 12:04:36,,
465,002.14.87583977,255,1,1,19585720,1958572,17627148,2014-11-11,2014-12-19 12:04:36,,
466,002.14.87583978,255,1,1,9450210,945021,8505189,2014-11-11,2014-12-19 12:04:36,,
467,002.14.87583988,255,1,1,11550000,1155000,10395000,2014-11-11,2014-12-19 12:04:36,,
468,002.14.87583993,255,1,1,1452000,145200,1306800,2014-11-12,2014-12-19 12:04:36,,
469,002.14.87583994,255,1,1,3903900,390390,3513510,2014-11-12,2014-12-19 12:04:36,,
470,002.14.87583995,255,1,1,16280000,1628000,14652000,2014-11-12,2014-12-19 12:04:37,,
471,002.14.87583998,255,1,1,10554500,1055450,9499050,2014-11-12,2014-12-19 12:04:37,,
472,002.14.87584010,255,1,1,9724000,972400,8751600,2014-11-13,2014-12-19 12:04:37,,
473,002.14.87584011,255,1,1,12760000,1276000,11484000,2014-11-13,2014-12-19 12:04:37,,
474,002.14.87584012,255,1,1,5060000,506000,4554000,2014-11-13,2014-12-19 12:04:37,,
475,002.14.87584013,255,1,1,2912800,291280,2621520,2014-11-13,2014-12-19 12:04:37,,
476,002.14.87584032,255,1,1,968000,96800,871200,2014-11-14,2014-12-19 12:04:38,,
477,002.14.87584033,255,1,1,1430000,143000,1287000,2014-11-14,2014-12-19 12:04:38,,
478,002.14.87584035,255,1,1,4224000,422400,3801600,2014-11-14,2014-12-19 12:04:38,,
479,002.14.87584049,255,1,1,15950000,1595000,14355000,2014-11-17,2014-12-19 12:04:38,,
480,002.14.87584052,255,1,1,6380000,638000,5742000,2014-11-17,2014-12-19 12:04:38,,
481,002.14.87584064,255,1,1,12760000,1276000,11484000,2014-11-18,2014-12-19 12:04:38,,
482,002.14.87584083,255,1,1,3987720,398772,3588948,2014-11-19,2014-12-19 12:04:38,,
483,002.14.87584088,255,1,1,308000,30800,277200,2014-11-19,2014-12-19 12:04:39,,
484,002.14.87584105,255,1,1,4369860,436986,3932874,2014-11-20,2014-12-19 12:04:39,,
485,002.14.87584106,255,1,1,2024000,202400,1821600,2014-11-20,2014-12-19 12:04:39,,
486,002.14.87584117,255,1,1,9724000,972400,8751600,2014-11-21,2014-12-19 12:04:39,,
487,002.14.87584118,255,1,1,12760000,1276000,11484000,2014-11-21,2014-12-19 12:04:39,,
488,002.14.87584119,255,1,1,11139370,1113937,10025433,2014-11-21,2014-12-19 12:04:39,,
489,002.14.87584131,255,1,1,41115690,4111569,37004121,2014-11-21,2014-12-19 12:04:40,,
490,002.14.87584132,255,1,1,3903900,390390,3513510,2014-11-21,2014-12-19 12:04:40,,
491,002.14.87584133,255,1,1,7069150,706915,6362235,2014-11-21,2014-12-19 12:04:40,,
492,002.14.87584135,255,1,1,21109000,2110900,18998100,2014-11-21,2014-12-19 12:04:40,,
493,002.14.87584142,255,1,1,1800700,180070,1620630,2014-11-24,2014-12-19 12:04:40,,
494,002.14.87584161,255,1,1,9620380,962038,8658342,2014-11-25,2014-12-19 12:04:40,,
495,002.14.87584162,255,1,1,1453760,145376,1308384,2014-11-25,2014-12-19 12:04:40,,
496,002.14.87584163,255,1,1,1723920,172392,1551528,2014-11-25,2014-12-19 12:04:41,,
497,002.14.87584166,255,1,1,11550000,1155000,10395000,2014-11-25,2014-12-19 12:04:41,,
498,002.14.87584171,255,1,1,11627440,1162744,10464696,2014-11-26,2014-12-19 12:04:41,,
499,002.14.87584172,255,1,1,44088000,4408800,39679200,2014-11-26,2014-12-19 12:04:41,,
500,002.14.87584173,255,1,1,7040000,704000,6336000,2014-11-26,2014-12-19 12:04:41,,
501,002.14.87584184,255,1,1,858000,85800,772200,2014-11-26,2014-12-19 12:04:41,,
502,002.14.87584194,255,1,1,2024000,202400,1821600,2014-11-27,2014-12-19 12:04:41,,
503,002.14.87584195,255,1,1,2024000,202400,1821600,2014-11-27,2014-12-19 12:04:42,,
504,002.14.87584196,255,1,1,5148000,514800,4633200,2014-11-27,2014-12-19 12:04:42,,
505,002.14.87584206,255,1,1,83468000,8346800,75121200,2014-11-27,2014-12-19 12:04:42,,
506,003.14.64493383,255,1,1,16280000,1628000,14652000,2014-11-28,2014-12-19 12:04:42,,
507,003.14.64493384,255,1,1,5060000,506000,4554000,2014-11-28,2014-12-19 12:04:42,,
508,003.14.64493385,255,1,1,3867600,386760,3480840,2014-11-28,2014-12-19 12:04:43,,
509,002.14.87583788,8,3,15261.5,187.72,18.77,170.65,2014-10-30,2014-12-19 12:04:43,,
510,002.14.87583846,8,3,15261.5,2363.74,236.37,2148.85,2014-11-03,2014-12-19 12:04:43,,
511,002.14.87584185,344,1,1,19405100,1940510,17464590,2014-11-26,2014-12-19 12:04:43,,
512,001-14.39335497,79,1,1,20856000,2085600,18770400,2014-06-20,2014-12-19 12:04:43,,
513,002.14.87583061,79,1,1,10428000,1042800,9385200,2014-09-05,2014-12-19 12:04:43,,
514,002.14.87583531,79,1,1,10428000,1042800,9385200,2014-10-10,2014-12-19 12:04:44,,
515,001-14.39335820,11,2,11869,3080,308,2800,2014-07-14,2014-12-19 12:04:44,,
516,002.14.87583409,11,1,1,3036000,303600,2732400,2014-10-02,2014-12-19 12:04:44,,
517,002.14.87583665,11,2,12210,3080,308,2800,2014-10-21,2014-12-19 12:04:44,,
518,1062,12,2,9021,186.58,18.66,169.62,2010-04-30,2014-12-19 12:04:44,,
519,3830,13,1,1,792000,79200,712800,2010-12-21,2014-12-19 12:04:44,,
520,370,204,1,1,1663200,166320,1496880,2008-02-15,2014-12-19 12:04:44,,
521,466,204,1,1,1663200,166320,1496880,2008-02-27,2014-12-19 12:04:45,,
522,578,204,1,1,1663200,166320,1496880,2008-03-11,2014-12-19 12:04:45,,
523,002.14.87584201,10,1,1,5500000,550000,4950000,2014-11-27,2014-12-19 12:04:45,,
524,556,21,1,1,11000000,1100000,9900000,2013-02-13,2014-12-19 12:04:45,,
525,557,21,1,1,19484300,1948430,17535870,2013-02-13,2014-12-19 12:04:45,,
526,567,21,1,1,1542200,154220,1387980,2013-02-13,2014-12-19 12:04:45,,
527,568,21,1,1,10450000,1045000,9405000,2013-02-13,2014-12-19 12:04:46,,
528,649,21,1,1,23292500,2329250,20963250,2013-02-20,2014-12-19 12:04:46,,
529,650,21,1,1,3489750,348975,3140775,2013-02-20,2014-12-19 12:04:46,,
530,694,21,1,1,24211000,2421100,21789900,2013-02-22,2014-12-19 12:04:46,,
531,900-13.50761989,21,1,1,30203800,3020380,27183420,2013-07-10,2014-12-19 12:04:46,,
532,900-13.50761998,21,1,1,13002000,1300200,11701800,2013-07-11,2014-12-19 12:04:46,,
533,900-13.50761999,21,1,1,15088040,1508804,13579236,2013-07-11,2014-12-19 12:04:47,,
534,901-13.73156854,21,1,1,12804000,1280400,11523600,2013-07-12,2014-12-19 12:04:47,,
535,901-13.73156966,21,1,1,12925000,1292500,11632500,2013-07-19,2014-12-19 12:04:47,,
536,901-13.73156981,21,1,1,16412000,1641200,14770800,2013-07-19,2014-12-19 12:04:47,,
537,901-13.73156986,21,1,1,3194400,319440,2874960,2013-07-22,2014-12-19 12:04:47,,
538,901-13.73157001,21,1,1,9411600,941160,8470440,2013-07-22,2014-12-19 12:04:47,,
539,901-13.73157036,21,1,1,7711000,771100,6939900,2013-07-24,2014-12-19 12:04:48,,
540,901-13.73157052,21,1,1,14630000,1463000,13167000,2013-07-25,2014-12-19 12:04:48,,
541,901-13.73157079,21,1,1,22211200,2221120,19990080,2013-07-26,2014-12-19 12:04:48,,
542,901-13.73157080,21,1,1,6063200,606320,5456880,2013-07-26,2014-12-19 12:04:48,,
543,901-13.73157148,21,1,1,25184500,2518450,22666050,2013-07-31,2014-12-19 12:04:48,,
544,901-13.73157289,21,1,1,14010700,1401070,12609630,2013-08-20,2014-12-19 12:04:48,,
545,901-13.73157416,21,1,1,31081600,3108160,27973440,2013-08-29,2014-12-19 12:04:49,,
546,901-13.73157444,21,1,1,1045000,104500,940500,2013-08-30,2014-12-19 12:04:49,,
547,901-13.73157445,21,1,1,5225000,522500,4702500,2013-08-30,2014-12-19 12:04:49,,
548,901-13.73157516,21,1,1,19742800,1974280,17768520,2013-09-04,2014-12-19 12:04:49,,
549,901-13.73157547,21,1,1,3414400,341440,3072960,2013-09-06,2014-12-19 12:04:49,,
550,901-13.73157548,21,1,1,8536000,853600,7682400,2013-09-06,2014-12-19 12:04:49,,
551,901-13.73157587,21,1,1,7711000,771100,6939900,2013-09-11,2014-12-19 12:04:50,,
552,901-13.73157595,21,1,1,10450000,1045000,9405000,2013-09-11,2014-12-19 12:04:50,,
553,901-13.73157681,21,1,1,10450000,1045000,9405000,2013-09-18,2014-12-19 12:04:50,,
554,901-13.73157714,21,1,1,17952000,1795200,16156800,2013-09-19,2014-12-19 12:04:50,,
555,901-13.73157797,21,1,1,41500800,4150080,37350720,2013-09-26,2014-12-19 12:04:50,,
556,901-13.73157833,21,1,1,43083700,4308370,38775330,2013-09-30,2014-12-19 12:04:50,,
557,901-13.73157834,21,1,1,10340000,1034000,9306000,2013-09-30,2014-12-19 12:04:51,,
558,901-13.73157894,21,1,1,37367000,3736700,33630300,2013-10-04,2014-12-19 12:04:51,,
