Id,NomorSurat,ContactId,CurrencyId,Rate,AmountReceivable,Tax,DPP,InvoiceDate,CreatedAt,UpdatedAt,DeletedAt
559,901-13.73157966,21,1,1,11000000,1100000,9900000,2013-10-08,2014-12-19 12:04:51,,
560,901-13.73158053,21,1,1,4220700,422070,3798630,2013-10-14,2014-12-19 12:04:51,,
561,901-13.73158054,21,1,1,16484600,1648460,14836140,2013-10-14,2014-12-19 12:04:51,,
562,901-13.73158081,21,1,1,9460000,946000,8514000,2013-10-17,2014-12-19 12:04:51,,
563,901-13.73158105,21,1,1,12056000,1205600,10850400,2013-10-18,2014-12-19 12:04:52,,
564,901-13.73158177,21,1,1,19228000,1922800,17305200,2013-10-24,2014-12-19 12:04:52,,
565,901-13.73158199,21,1,1,15510000,1551000,13959000,2013-10-25,2014-12-19 12:04:52,,
566,901-13.73158232,21,1,1,7370000,737000,6633000,2013-10-29,2014-12-19 12:04:52,,
567,902-13.66058275,21,1,1,46992000,4699200,42292800,2013-11-04,2014-12-19 12:04:52,,
568,902-13.66058323,21,1,1,7176400,717640,6458760,2013-11-08,2014-12-19 12:04:52,,
569,902-13.66058349,21,1,1,11385000,1138500,10246500,2013-11-08,2014-12-19 12:04:53,,
570,902-13.66058350,21,1,1,26117300,2611730,23505570,2013-11-08,2014-12-19 12:04:53,,
571,902-13.66058351,21,1,1,8643800,864380,7779420,2013-11-08,2014-12-19 12:04:53,,
572,902-13.66058369,21,1,1,7411800,741180,6670620,2013-11-11,2014-12-19 12:04:53,,
573,902-13.66058439,21,1,1,27951000,2795100,25155900,2013-11-15,2014-12-19 12:04:53,,
574,902-13.66058449,21,1,1,12056000,1205600,10850400,2013-11-18,2014-12-19 12:04:53,,
575,902-13.66058503,21,1,1,8417200,841720,7575480,2013-11-21,2014-12-19 12:04:54,,
576,902-13.66058562,21,1,1,59983000,5998300,53984700,2013-11-26,2014-12-19 12:04:54,,
577,902-13.66058565,21,1,1,2310000,231000,2079000,2013-11-27,2014-12-19 12:04:54,,
578,902-13.66058566,21,1,1,2310000,231000,2079000,2013-11-27,2014-12-19 12:04:54,,
579,902-13.66058592,21,1,1,25020600,2502060,22518540,2013-11-28,2014-12-19 12:04:54,,
580,902-13.66058593,21,1,1,12005180,1200518,10804662,2013-11-28,2014-12-19 12:04:54,,
581,902-13.66058713,21,1,1,9058500,905850,8152650,2013-12-06,2014-12-19 12:04:55,,
582,902-13.66058714,21,1,1,8580000,858000,7722000,2013-12-06,2014-12-19 12:04:55,,
583,902-13.66058789,21,1,1,20955000,2095500,18859500,2013-12-12,2014-12-19 12:04:55,,
584,902-13.66058818,21,1,1,15526500,1552650,13973850,2013-12-13,2014-12-19 12:04:55,,
585,902-13.66058868,21,1,1,13964500,1396450,12568050,2013-12-18,2014-12-19 12:04:55,,
586,902-13.66058977,21,1,1,47249400,4724940,42524460,2013-12-27,2014-12-19 12:04:55,,
587,902-13.66058983,21,1,1,16130400,1613040,14517360,2013-12-27,2014-12-19 12:04:56,,
588,902-13.66058996,21,1,1,7326000,732600,6593400,2013-12-30,2014-12-19 12:04:56,,
589,000-14.41082974,21,1,1,8580000,858000,7722000,2014-01-03,2014-12-19 12:04:56,,
590,000-14.41083167,21,1,1,21503900,2150390,19353510,2014-01-21,2014-12-19 12:04:56,,
591,000-14.41083180,21,1,1,22401500,2240150,20161350,2014-01-22,2014-12-19 12:04:56,,
592,000-14.41083181,21,1,1,5222800,522280,4700520,2014-01-22,2014-12-19 12:04:57,,
593,000-14.41083225,21,1,1,14080000,1408000,12672000,2014-01-27,2014-12-19 12:04:57,,
594,000-14.41083409,21,1,1,18529500,1852950,16676550,2014-02-07,2014-12-19 12:04:57,,
595,000-14.41083487,21,1,1,5395500,539550,4855950,2014-02-13,2014-12-19 12:04:57,,
596,000-14.41083548,21,1,1,35996400,3599640,32396760,2014-02-18,2014-12-19 12:04:57,,
597,000-14.41083573,21,1,1,4867500,486750,4380750,2014-02-21,2014-12-19 12:04:57,,
598,000-14.41083574,21,1,1,17067600,1706760,15360840,2014-02-21,2014-12-19 12:04:58,,
599,000-14.41083696,21,1,1,27207400,2720740,24486660,2014-02-28,2014-12-19 12:04:58,,
600,000-14.41083763,21,1,1,7031200,703120,6328080,2014-03-05,2014-12-19 12:04:58,,
601,000-14.41083838,21,1,1,4840000,484000,4356000,2014-03-11,2014-12-19 12:04:58,,
602,000-14.41083958,21,1,1,51353500,5135350,46218150,2014-03-20,2014-12-19 12:04:58,,
603,000-14.41084030,21,1,1,7498700,749870,6748830,2014-03-27,2014-12-19 12:04:59,,
604,000-14.41084097,21,1,1,41272000,4127200,37144800,2014-04-03,2014-12-19 12:04:59,,
605,000-14.41084200,21,1,1,23585980,2358598,21227382,2014-04-10,2014-12-19 12:04:59,,
606,000-14.41084222,21,1,1,7747300,774730,6972570,2014-04-14,2014-12-19 12:04:59,,
607,000-14.41084230,21,1,1,27460400,2746040,24714360,2014-04-14,2014-12-19 12:04:59,,
608,000-14.41084275,21,1,1,6589000,658900,5930100,2014-04-16,2014-12-19 12:04:59,,
609,001-14.39334793,21,1,1,14877500,1487750,13389750,2014-04-29,2014-12-19 12:05:00,,
610,001-14.39334916,21,1,1,13145000,1314500,11830500,2014-05-09,2014-12-19 12:05:00,,
611,001-14.39334940,21,1,1,5588000,558800,5029200,2014-05-13,2014-12-19 12:05:00,,
612,001-14.39334986,21,1,1,5175500,517550,4657950,2014-05-14,2014-12-19 12:05:00,,
613,001-14.39335084,21,1,1,12648900,1264890,11384010,2014-05-22,2014-12-19 12:05:00,,
614,001-14.39335103,21,1,1,36443000,3644300,32798700,2014-05-23,2014-12-19 12:05:00,,
615,001-14.39335104,21,1,1,5175500,517550,4657950,2014-05-23,2014-12-19 12:05:01,,
616,001-14.39335203,21,1,1,36943500,3694350,33249150,2014-05-30,2014-12-19 12:05:01,,
617,001-14.39335382,21,1,1,7046600,704660,6341940,2014-06-12,2014-12-19 12:05:01,,
618,001-14.39335428,21,1,1,8247800,824780,7423020,2014-06-16,2014-12-19 12:05:01,,
619,001-14.39335622,21,1,1,11792000,1179200,10612800,2014-06-30,2014-12-19 12:05:01,,
620,001-14.39335638,21,1,1,5395500,539550,4855950,2014-07-01,2014-12-19 12:05:02,,
621,001-14.39335821,21,1,1,22300300,2230030,20070270,2014-07-14,2014-12-19 12:05:02,,
622,001-14.39335822,21,1,1,15554000,1555400,13998600,2014-07-14,2014-12-19 12:05:02,,
623,001-14.39335823,21,1,1,8037700,803770,7233930,2014-07-14,2014-12-19 12:05:02,,
624,001-14.39335856,21,1,1,19008000,1900800,17107200,2014-07-15,2014-12-19 12:05:02,,
625,001-14.39335857,21,1,1,3300000,330000,2970000,2014-07-15,2014-12-19 12:05:03,,
626,001-14.39335911,21,1,1,4114000,411400,3702600,2014-07-18,2014-12-19 12:05:03,,
627,001-14.39335976,21,1,1,3652000,365200,3286800,2014-07-22,2014-12-19 12:05:03,,
628,001-14.39336033,21,1,1,4290000,429000,3861000,2014-08-04,2014-12-19 12:05:03,,
629,001-14.39336084,21,1,1,12076900,1207690,10869210,2014-08-11,2014-12-19 12:05:03,,
630,001-14.39336098,21,1,1,5142500,514250,4628250,2014-08-12,2014-12-19 12:05:04,,
631,002.14.87582890,21,1,1,2057000,205700,1851300,2014-08-25,2014-12-19 12:05:04,,
632,002.14.87582919,21,1,1,12551000,1255100,11295900,2014-08-27,2014-12-19 12:05:04,,
633,002.14.87582968,21,1,1,20066200,2006620,18059580,2014-08-29,2014-12-19 12:05:04,,
634,002.14.87582993,21,1,1,3256000,325600,2930400,2014-09-01,2014-12-19 12:05:04,,
635,002.14.87583087,21,1,1,31658000,3165800,28492200,2014-09-09,2014-12-19 12:05:04,,
636,002.14.87583755,21,1,1,24940300,2494030,22446270,2014-10-28,2014-12-19 12:05:05,,
637,002.14.87583914,21,1,1,6567000,656700,5910300,2014-11-06,2014-12-19 12:05:05,,
638,002.14.87583991,21,1,1,9732800,973280,8759520,2014-11-12,2014-12-19 12:05:05,,
639,752,500,1,1,5544000,554400,4989600,2007-04-27,2014-12-19 12:05:05,,
640,2885,16,1,1,23760,2376,21384,2009-12-11,2014-12-19 12:05:05,,
641,002.14.87584147,19,1,1,5434000,543400,4890600,2014-11-24,2014-12-19 12:05:06,,
642,002.14.87583436,186,1,1,18040000,1804000,16236000,2014-10-03,2014-12-19 12:05:06,,
643,002.14.87583747,186,1,1,12936000,1293600,11642400,2014-10-27,2014-12-19 12:05:06,,
644,002.14.87583773,186,1,1,18040000,1804000,16236000,2014-10-29,2014-12-19 12:05:06,,
645,002.14.87584102,186,1,1,19043200,1904320,17138880,2014-11-20,2014-12-19 12:05:06,,
646,002.14.87584136,186,1,1,12936000,1293600,11642400,2014-11-21,2014-12-19 12:05:07,,
647,002.14.87583641,20,1,1,2596000,259600,2336400,2014-10-20,2014-12-19 12:05:07,,
648,002.14.87583992,20,1,1,2596000,259600,2336400,2014-11-12,2014-12-19 12:05:07,,
649,002.14.87583987,146,2,12109,1518,151.8,1380,2014-11-11,2014-12-19 12:05:07,,
650,002.14.87584203,146,2,12158,758.78,75.88,689.8,2014-11-27,2014-12-19 12:05:07,,
651,002.14.87584204,146,2,12158,2332.97,233.3,2120.88,2014-11-27,2014-12-19 12:05:08,,
652,002.14.87583184,331,3,15302,294.8,29.48,268,2014-09-15,2014-12-19 12:05:08,,
653,002.14.87583293,331,2,11824,2365,236.5,2150,2014-09-23,2014-12-19 12:05:08,,
654,002.14.87583499,331,3,15326.5,430.1,43.01,391,2014-10-08,2014-12-19 12:05:08,,
655,002.14.87583643,331,3,15464.17,367.4,36.74,334,2014-10-20,2014-12-19 12:05:08,,
656,002.14.87583902,331,3,15224.37,274.95,27.5,249.95,2014-11-05,2014-12-19 12:05:09,,
657,002.14.87583913,331,2,12109,3784,378.4,3440,2014-11-06,2014-12-19 12:05:09,,
658,002.14.87584040,331,2,12148,274.34,27.43,249.4,2014-11-14,2014-12-19 12:05:09,,
659,002.14.87584072,331,3,15145.63,798.33,79.83,725.75,2014-11-18,2014-12-19 12:05:09,,
660,001-14.39335012,688,1,1,38687000,3868700,34818300,2014-05-16,2014-12-19 12:05:09,,
661,002.14.87583743,227,1,1,15472600,1547260,13925340,2014-10-27,2014-12-19 12:05:10,,
662,002.14.87583789,227,1,1,17136900,1713690,15423210,2014-10-30,2014-12-19 12:05:10,,
663,002.14.87583705,26,1,1,11292600,1129260,10163340,2014-10-24,2014-12-19 12:05:10,,
664,002.14.87583858,26,1,1,16500000,1650000,14850000,2014-11-04,2014-12-19 12:05:10,,
665,1248,320,1,1,1313400,131340,1182060,2012-04-03,2014-12-19 12:05:10,,
666,002.14.87583856,308,1,1,23320000,2332000,20988000,2014-11-04,2014-12-19 12:05:11,,
667,002.14.87583516,139,2,1,411.92,41.19,374.47,2014-10-10,2014-12-19 12:05:11,,
668,002.14.87583947,139,2,12109,1254,125.4,1140,2014-11-10,2014-12-19 12:05:11,,
669,1765,721,2,8569,1689.88,168.99,1536.25,2011-05-18,2014-12-19 12:05:11,,
670,002.14.87584026,721,2,12148,577.5,57.75,525,2014-11-14,2014-12-19 12:05:11,,
671,002.14.87583611,253,1,1,1650000,165000,1485000,2014-10-16,2014-12-19 12:05:12,,
672,002.14.87583823,253,1,1,6600000,660000,5940000,2014-10-31,2014-12-19 12:05:12,,
673,002.14.87583900,232,1,1,1226940,122694,1104246,2014-11-05,2014-12-19 12:05:12,,
674,002.14.87583518,39,2,12172,2310,231,2100,2014-10-10,2014-12-19 12:05:12,,
675,002.14.87583519,738,2,12172,1155,115.5,1050,2014-10-10,2014-12-19 12:05:13,,
676,2111,303,3,12233.73,10289.68,1028.97,9354.25,2011-06-20,2014-12-19 12:05:13,,
677,2112,303,3,12233.73,1938.37,193.84,1762.15,2011-06-20,2014-12-19 12:05:13,,
678,4029,303,1,1,334400,33440,300960,2011-11-22,2014-12-19 12:05:13,,
679,4072,303,1,1,334400,33440,300960,2011-11-25,2014-12-19 12:05:13,,
680,4227,303,1,1,668800,66880,601920,2011-12-06,2014-12-19 12:05:14,,
681,002.14.87583668,294,3,15464.17,1351.52,135.15,1228.65,2014-10-21,2014-12-19 12:05:14,,
682,002.14.87583880,294,3,15261.5,870.29,87.03,791.17,2014-11-04,2014-12-19 12:05:14,,
683,002.14.87584014,294,3,15145.62,715.26,71.53,650.24,2014-11-13,2014-12-19 12:05:14,,
684,002.14.87584086,294,3,15243.56,2413.65,241.37,2194.23,2014-11-19,2014-12-19 12:05:14,,
685,002.14.87584146,294,3,15243.57,734.59,73.46,667.81,2014-11-24,2014-12-19 12:05:15,,
686,003.14.64493388,294,3,15160.27,1461.61,146.16,1328.74,2014-11-28,2014-12-19 12:05:15,,
687,002.14.87583402,32,1,1,3520000,352000,3168000,2014-10-01,2014-12-19 12:05:15,,
688,002.14.87583577,32,1,1,4620000,462000,4158000,2014-10-14,2014-12-19 12:05:15,,
689,002.14.87583704,32,1,1,3520000,352000,3168000,2014-10-24,2014-12-19 12:05:15,,
690,002.14.87584043,32,1,1,3520000,352000,3168000,2014-11-17,2014-12-19 12:05:16,,
691,495,44,1,1,1681404,168140.4,1513263.6,2010-03-17,2014-12-19 12:05:16,,
692,1113,44,1,1,1650843,165084.3,1485758.7,2010-04-30,2014-12-19 12:05:16,,
693,001-14.39335540,78,1,1,8855000,885500,7969500,2014-06-24,2014-12-19 12:05:16,,
694,001-14.39335559,78,2,11955,1055.36,105.54,959.42,2014-06-26,2014-12-19 12:05:16,,
695,001-14.39335563,78,2,11955,483.47,48.35,439.52,2014-06-26,2014-12-19 12:05:17,,
696,001-14.39335754,78,2,12020,999.46,99.95,908.6,2014-07-08,2014-12-19 12:05:17,,
697,001-14.39335825,78,2,11869,1055.36,105.54,959.42,2014-07-14,2014-12-19 12:05:17,,
698,001-14.39335885,78,2,11601,1224.83,122.48,1113.48,2014-07-17,2014-12-19 12:05:17,,
699,001-14.39335977,78,1,1,8822000,882200,7939800,2014-07-23,2014-12-19 12:05:18,,
700,001-14.39335988,78,2,11666,753.83,75.38,685.3,2014-07-23,2014-12-19 12:05:18,,
701,002.14.87583117,78,1,1,27280000,2728000,24552000,2014-09-11,2014-12-19 12:05:18,,
702,002.14.87583125,78,2,11750,74.18,7.42,67.44,2014-09-11,2014-12-19 12:05:18,,
703,002.14.87583126,78,1,1,2101000,210100,1890900,2014-09-11,2014-12-19 12:05:19,,
704,002.14.87583566,78,2,12172,2322.1,232.21,2111,2014-10-14,2014-12-19 12:05:19,,
705,002.14.87583644,78,2,12210,483.47,48.35,439.52,2014-10-20,2014-12-19 12:05:19,,
706,002.14.87583676,78,2,12168,1206.13,120.61,1096.48,2014-10-22,2014-12-19 12:05:19,,
707,002.14.87583793,78,2,12038,799.57,79.96,726.88,2014-10-30,2014-12-19 12:05:19,,
708,002.14.87584089,78,2,12206,753.83,75.38,685.3,2014-11-19,2014-12-19 12:05:20,,
709,1715,215,1,1,3520000,352000,3168000,2008-07-29,2014-12-19 12:05:20,,
710,1549,49,1,1,1084500,108450,976050,2003-09-19,2014-12-19 12:05:20,,
711,2198,53,1,1,4978195,497819.5,4480375.5,2009-09-11,2014-12-19 12:05:20,,
712,641,53,1,1,1398945,139894.5,1259050.5,2010-03-30,2014-12-19 12:05:20,,
713,002.14.87583324,53,1,1,6740563.5,674056.35,6066507.15,2014-09-26,2014-12-19 12:05:21,,
714,002.14.87583348,53,1,1,3711543,371154.3,3340388.7,2014-09-29,2014-12-19 12:05:21,,
715,002.14.87583476,53,1,1,8776075,877607.5,7898467.5,2014-10-07,2014-12-19 12:05:21,,
716,002.14.87583490,53,1,1,2688400,268840,2419560,2014-10-08,2014-12-19 12:05:21,,
717,002.14.87583600,53,1,1,5456000,545600,4910400,2014-10-15,2014-12-19 12:05:21,,
718,002.14.87583706,53,1,1,5456000,545600,4910400,2014-10-24,2014-12-19 12:05:22,,
719,002.14.87583707,53,1,1,7444800,744480,6700320,2014-10-24,2014-12-19 12:05:22,,
720,002.14.87583708,53,1,1,4527567,452756.7,4074810.3,2014-10-24,2014-12-19 12:05:22,,
721,002.14.87583948,53,1,1,9468800,946880,8521920,2014-11-10,2014-12-19 12:05:22,,
722,002.14.87584056,53,1,1,6304815,630481.5,5674333.5,2014-11-18,2014-12-19 12:05:22,,
723,002.14.87584114,53,1,1,5416400,541640,4874760,2014-11-21,2014-12-19 12:05:23,,
724,002.14.87584154,53,1,1,5010764,501076.4,4509687.6,2014-11-25,2014-12-19 12:05:23,,
725,002.14.87584186,53,1,1,4557663,455766.3,4101896.7,2014-11-27,2014-12-19 12:05:23,,
726,001-14.39336050,302,2,11711,376.2,37.62,342,2014-08-07,2014-12-19 12:05:23,,
727,001-14.39336073,302,1,1,5153500,515350,4638150,2014-08-08,2014-12-19 12:05:24,,
728,002.14.87582771,302,2,11742,376.2,37.62,342,2014-08-14,2014-12-19 12:05:24,,
729,002.14.87582785,302,2,11742,376.2,37.62,342,2014-08-15,2014-12-19 12:05:24,,
730,002.14.87582804,302,1,1,4092000,409200,3682800,2014-08-18,2014-12-19 12:05:24,,
731,002.14.87582883,302,1,1,5153500,515350,4638150,2014-08-22,2014-12-19 12:05:24,,
732,002.14.87582894,302,2,11684,376.2,37.62,342,2014-08-25,2014-12-19 12:05:25,,
733,002.14.87582981,302,1,1,6011500,601150,5410350,2014-08-29,2014-12-19 12:05:25,,
734,002.14.87583046,302,1,1,3092100,309210,2782890,2014-09-04,2014-12-19 12:05:25,,
735,002.14.87583081,302,1,1,5153500,515350,4638150,2014-09-08,2014-12-19 12:05:25,,
736,002.14.87583103,302,2,11696,376.2,37.62,342,2014-09-09,2014-12-19 12:05:25,,
737,002.14.87583300,302,1,1,5153500,515350,4638150,2014-09-24,2014-12-19 12:05:26,,
738,002.14.87583357,302,1,1,2728000,272800,2455200,2014-09-29,2014-12-19 12:05:26,,
739,002.14.87583387,302,2,11973,564.3,56.43,513,2014-09-30,2014-12-19 12:05:26,,
740,002.14.87583444,302,2,12020,376.2,37.62,342,2014-10-03,2014-12-19 12:05:26,,
741,002.14.87583486,302,1,1,5153500,515350,4638150,2014-10-07,2014-12-19 12:05:27,,
742,002.14.87583489,302,1,1,3092100,309210,2782890,2014-10-07,2014-12-19 12:05:27,,
743,002.14.87583500,302,1,1,5925150,592515,5332635,2014-10-08,2014-12-19 12:05:27,,
744,002.14.87583587,302,1,1,5373720,537372,4836348,2014-10-14,2014-12-19 12:05:27,,
745,002.14.87583602,302,1,1,4092000,409200,3682800,2014-10-15,2014-12-19 12:05:28,,
746,002.14.87583678,302,1,1,5153500,515350,4638150,2014-10-22,2014-12-19 12:05:28,,
747,002.14.87583845,302,1,1,5153500,515350,4638150,2014-11-03,2014-12-19 12:05:28,,
748,002.14.87583901,302,1,1,6184200,618420,5565780,2014-11-05,2014-12-19 12:05:28,,
749,002.14.87583912,302,1,1,4092000,409200,3682800,2014-11-06,2014-12-19 12:05:28,,
750,002.14.87583996,302,1,1,5153500,515350,4638150,2014-11-12,2014-12-19 12:05:29,,
751,002.14.87584050,302,1,1,4092000,409200,3682800,2014-11-17,2014-12-19 12:05:29,,
752,002.14.87584073,302,2,12148,376.2,37.62,342,2014-11-18,2014-12-19 12:05:29,,
753,002.14.87584134,302,1,1,2061400,206140,1855260,2014-11-21,2014-12-19 12:05:29,,
754,002.14.87584202,302,1,1,2061400,206140,1855260,2014-11-27,2014-12-19 12:05:30,,
755,003.14.64493387,302,1,1,1030700,103070,927630,2014-11-28,2014-12-19 12:05:30,,
756,002.14.87583633,54,1,1,1059476,105947.6,953528.4,2014-10-20,2014-12-19 12:05:30,,
757,002.14.87583783,297,1,1,1056000,105600,950400,2014-10-29,2014-12-19 12:05:30,,
758,002.14.87583477,113,1,1,3361600,336160,3025440,2014-10-07,2014-12-19 12:05:31,,
759,002.14.87583801,113,1,1,3361600,336160,3025440,2014-10-31,2014-12-19 12:05:31,,
760,002.14.87583802,113,2,12038,342.32,34.23,311.2,2014-10-31,2014-12-19 12:05:31,,
761,002.14.87583410,370,1,1,1870000,187000,1683000,2014-10-02,2014-12-19 12:05:31,,
762,002.14.87583547,370,1,1,5087500,508750,4578750,2014-10-10,2014-12-19 12:05:31,,
763,002.14.87583591,370,1,1,5087500,508750,4578750,2014-10-15,2014-12-19 12:05:32,,
764,002.14.87583053,114,2,1,1880.95,188.1,1709.95,2014-09-05,2014-12-19 12:05:32,,
765,002.14.87583056,114,1,1,6699000,669900,6029100,2014-09-05,2014-12-19 12:05:32,,
766,002.14.87583074,114,2,11696,2310,231,2100,2014-09-08,2014-12-19 12:05:32,,
767,002.14.87583567,114,2,12172,1339.58,133.96,1217.8,2014-10-14,2014-12-19 12:05:32,,
768,002.14.87583740,115,2,12168,68.51,6.85,62.28,2014-10-27,2014-12-19 12:05:33,,
769,001-14.39336122,116,2,11742,3594.98,359.5,3268.16,2014-08-13,2014-12-19 12:05:33,,
770,002.14.87582895,116,2,11684,1582.79,158.28,1438.9,2014-08-25,2014-12-19 12:05:33,,
771,002.14.87583042,116,2,11696,5368,536.8,4880,2014-09-04,2014-12-19 12:05:33,,
772,002.14.87583043,116,2,11696,3335.2,333.52,3032,2014-09-04,2014-12-19 12:05:34,,
773,002.14.87583044,116,2,11696,1932.88,193.29,1757.16,2014-09-04,2014-12-19 12:05:34,,
774,002.14.87583457,116,2,12020,2534,253.4,2303.64,2014-10-06,2014-12-19 12:05:34,,
775,002.14.87583458,116,2,12020,1052.83,105.28,957.12,2014-10-06,2014-12-19 12:05:34,,
776,002.14.87583462,116,2,12020,3355,335.5,3050,2014-10-06,2014-12-19 12:05:35,,
777,002.14.87583682,116,2,12168,2013,201.3,1830,2014-10-23,2014-12-19 12:05:35,,
778,002.14.87583939,116,2,12109,2001.12,200.11,1819.2,2014-11-07,2014-12-19 12:05:35,,
779,002.14.87583940,116,2,12109,1932.88,193.29,1757.16,2014-11-07,2014-12-19 12:05:35,,
780,002.14.87583941,116,2,12109,3355,335.5,3050,2014-11-07,2014-12-19 12:05:35,,
781,002.14.87584150,116,2,12206,159.98,16,145.44,2014-11-24,2014-12-19 12:05:36,,
782,002.14.87584151,116,2,12206,1067.26,106.73,970.24,2014-11-24,2014-12-19 12:05:36,,
783,002.14.87583667,198,2,12210,1122,112.2,1020,2014-10-21,2014-12-19 12:05:36,,
784,002.14.87583610,66,1,1,10015500,1001550,9013950,2014-10-16,2014-12-19 12:05:36,,
785,002.14.87583799,66,1,1,7260000,726000,6534000,2014-10-31,2014-12-19 12:05:37,,
786,002.14.87584175,66,1,1,3685000,368500,3316500,2014-11-26,2014-12-19 12:05:37,,
787,2669,123,1,1,65923.2,6592.32,59330.88,2009-11-17,2014-12-19 12:05:37,,
788,001-14.39335406,125,1,1,2814900,281490,2533410,2014-06-13,2014-12-19 12:05:37,,
789,001-14.39335711,125,1,1,11530200,1153020,10377180,2014-07-04,2014-12-19 12:05:38,,
790,001-14.39335891,125,1,1,10232222,1023222.2,9208999.8,2014-07-18,2014-12-19 12:05:38,,
791,002.14.87583094,125,1,1,18480000,1848000,16632000,2014-09-09,2014-12-19 12:05:38,,
792,002.14.87583363,125,1,1,3422100,342210,3079890,2014-09-30,2014-12-19 12:05:38,,
793,002.14.87583575,125,1,1,19840722,1984072.2,17856649.8,2014-10-14,2014-12-19 12:05:38,,
794,002.14.87583786,68,1,1,32032000,3203200,28828800,2014-10-30,2014-12-19 12:05:39,,
797,002.14.87583533,230,1,1,65921856,6592185.6,59329670.4,2014-10-10,2014-12-19 12:05:39,,
798,002.14.87582990,135,1,1,88566288.8,8856628.88,79709659.92,2014-09-01,2014-12-19 12:05:40,,
799,002.14.87582991,135,1,1,14300000,1430000,12870000,2014-09-01,2014-12-19 12:05:40,,
800,002.14.87583057,135,1,1,14242800,1424280,12818520,2014-09-05,2014-12-19 12:05:40,,
801,002.14.87583069,135,1,1,63965405.9,6396540.59,57568865.31,2014-09-08,2014-12-19 12:05:40,,
802,002.14.87583168,135,1,1,65690028.8,6569002.88,59121025.92,2014-09-15,2014-12-19 12:05:41,,
803,002.14.87583265,135,1,1,64956478.4,6495647.84,58460830.56,2014-09-22,2014-12-19 12:05:41,,
804,002.14.87583347,135,1,1,53962697.8,5396269.78,48566428.02,2014-09-29,2014-12-19 12:05:41,,
805,002.14.87583353,135,1,1,37243800,3724380,33519420,2014-09-29,2014-12-19 12:05:41,,
806,002.14.87583450,135,1,1,59848681.2,5984868.12,53863813.08,2014-10-06,2014-12-19 12:05:42,,
807,002.14.87583559,135,1,1,56482329.2,5648232.92,50834096.28,2014-10-13,2014-12-19 12:05:42,,
808,002.14.87583631,135,1,1,48426160.2,4842616.02,43583544.18,2014-10-20,2014-12-19 12:05:42,,
809,002.14.87583738,135,1,1,50873081.6,5087308.16,45785773.44,2014-10-27,2014-12-19 12:05:42,,
810,002.14.87583775,135,1,1,20906600,2090660,18815940,2014-10-29,2014-12-19 12:05:43,,
811,002.14.87583835,135,1,1,12012000,1201200,10810800,2014-10-31,2014-12-19 12:05:43,,
812,002.14.87583841,135,1,1,61246141,6124614.1,55121526.9,2014-11-03,2014-12-19 12:05:43,,
813,002.14.87583945,135,1,1,52913721.3,5291372.13,47622349.17,2014-11-10,2014-12-19 12:05:43,,
814,002.14.87584037,135,1,1,6894800,689480,6205320,2014-11-14,2014-12-19 12:05:44,,
815,002.14.87584042,135,1,1,52691084.6,5269108.46,47421976.14,2014-11-17,2014-12-19 12:05:44,,
816,002.14.87584137,135,1,1,52267483.4,5226748.34,47040735.06,2014-11-24,2014-12-19 12:05:44,,
817,000-14.41084024,276,3,15746.98,11.62,0,11.62,2014-03-26,2014-12-19 12:05:44,,
818,000-14.41084060,276,3,15746.98,358,0,358,2014-03-28,2014-12-19 12:05:44,,
819,001-14.39335630,276,3,16245.04,105.82,10.58,96.2,2014-06-30,2014-12-19 12:05:45,,
820,001-14.39335996,276,3,15788.38,22.73,2.27,20.66,2014-07-23,2014-12-19 12:05:45,,
821,001-14.39335997,276,3,15788.37,68.18,6.82,61.98,2014-07-23,2014-12-19 12:05:45,,
822,001-14.39336028,276,2,11666,54.95,5.5,49.95,2014-08-04,2014-12-19 12:05:45,,
823,002.14.87582850,276,2,11684,192.78,19.28,175.25,2014-08-21,2014-12-19 12:05:46,,
824,002.14.87582851,276,2,11684,247.5,24.75,225,2014-08-21,2014-12-19 12:05:46,,
825,002.14.87582852,276,2,11684,54.58,5.46,49.62,2014-08-21,2014-12-19 12:05:46,,
826,002.14.87582853,276,2,11684,89.66,8.97,81.51,2014-08-21,2014-12-19 12:05:46,,
827,002.14.87582915,276,2,11694,8.8,0.88,8,2014-08-27,2014-12-19 12:05:47,,
828,002.14.87582935,276,2,11694,197.8,19.78,179.82,2014-08-28,2014-12-19 12:05:47,,
829,002.14.87582936,276,2,11694,123.31,12.33,112.1,2014-08-28,2014-12-19 12:05:47,,
830,002.14.87582974,276,2,11694,84.15,8.41,76.5,2014-08-29,2014-12-19 12:05:47,,
831,002.14.87582975,276,2,11694,73.04,7.3,66.4,2014-08-29,2014-12-19 12:05:48,,
832,002.14.87582976,276,2,11694,205.7,20.57,187,2014-08-29,2014-12-19 12:05:48,,
833,002.14.87582977,276,2,11694,49.5,4.95,45,2014-08-29,2014-12-19 12:05:48,,
834,002.14.87583030,276,2,11696,200.29,20.03,182.08,2014-09-03,2014-12-19 12:05:48,,
835,002.14.87583034,276,2,11696,219.78,21.98,199.8,2014-09-03,2014-12-19 12:05:49,,
836,002.14.87583119,276,2,11750,246.84,24.68,224.4,2014-09-11,2014-12-19 12:05:49,,
837,002.14.87583120,276,2,11750,54.95,5.5,49.95,2014-09-11,2014-12-19 12:05:49,,
838,002.14.87583121,276,2,11750,8.8,0.88,8,2014-09-11,2014-12-19 12:05:49,,
